"";"UniqueID";"echantillon";"num";"NirsID";"geno";"grappe";"baie";"doy";"grappebaie";"Grappe";"date_sp";"DateDOY";"pred";"cépage";"Id";"Notes";"sugar_cal";"Berry";"genoID";"IdBerry";"glucose";"fructose";"somme_GF";"rapport_GF";"malate";"tartrate";"shikimate";"rapport_MT";"poids_baie"
"2004";"grappe18.1.08.08.22_3870";"grappe18.1.08.08.22";3870;"Grenache-grappe18-1-220-3870";"Grenache";"grappe18";"1";"220";"grappe18-1";"grappe18";"08.08.22";220;"V";"Grenache";"grappe18-1.sam";NA;921,913339255492;"1";"Grenache-grappe18-1";"grappe18-1";511,775061969858;410,138277285634;934,867408103836;1,06734273854101;89,092272853903;140,303880598001;1040,14831958535;0,713732466823557;1,50711608959535
"2006";"grappe18.1.10.08.22_3868";"grappe18.1.10.08.22";3868;"Grenache-grappe18-1-222-3868";"Grenache";"grappe18";"1";"222";"grappe18-1";"grappe18";"10.08.22";222;"V";"Grenache";"grappe18-1.sam";NA;1353,00401601605;"1";"Grenache-grappe18-1";"grappe18-1";805,974568213964;547,029447802085;1142,7899652131;0,952425537997728;13,6351958071173;138,760539993302;348,844685308376;0,176757392000802;1,53923765739968
"2007";"grappe18.1.11.07.22_3936";"grappe18.1.11.07.22";3936;"Grenache-grappe18-1-192-3936";"Grenache";"grappe18";"1";"192";"grappe18-1";"grappe18";"11.07.22";192;"NV";"Grenache";"grappe18-1.sam";NA;205,225114288126;"1";"Grenache-grappe18-1";"grappe18-1";72,8349536035992;132,390160684527;244,846403333563;1,75074296504001;244,45679498218;195,882702832681;748,646428210193;1,37115791833117;1,23006334671832
"2008";"grappe18.1.12.07.22_3836";"grappe18.1.12.07.22";3836;"Grenache-grappe18-1-193-3836";"Grenache";"grappe18";"1";"193";"grappe18-1";"grappe18";"12.07.22";193;"NV";"Grenache";"grappe18-1.sam";NA;291,670780964231;"1";"Grenache-grappe18-1";"grappe18-1";143,534292467763;148,136488496468;361,348490673535;2,03320673809785;226,024121311139;210,85698421379;1005,21065398855;0,877300474752604;1,1167614417522
"2010";"grappe18.1.12.08.22_3841";"grappe18.1.12.08.22";3841;"Grenache-grappe18-1-224-3841";"Grenache";"grappe18";"1";"224";"grappe18-1";"grappe18";"12.08.22";224;"V";"Grenache";"grappe18-1.sam";NA;1337,26662226771;"1";"Grenache-grappe18-1";"grappe18-1";631,964712036283;705,301910231423;1283,31941506523;1,02359979289239;58,6854736146517;148,249707668899;83,0266529529181;0,754071648045349;1,67458601021929
"2011";"grappe18.1.12.08.22_3953";"grappe18.1.12.08.22";3953;"Grenache-grappe18-1-224-3953";"Grenache";"grappe18";"1";"224";"grappe18-1";"grappe18";"12.08.22";224;"V";"Grenache";"grappe18bis-1.sam";NA;1347,40989119429;"1";"Grenache-grappe18-1";"grappe18bis-1";775,949452723393;571,460438470896;1033,06323021791;1,2495939864167;-28,0536394655909;151,34356637248;470,802732479805;-0,203940867305256;1,30887305074089
"2014";"grappe18.1.13.07.22_3855";"grappe18.1.13.07.22";3855;"Grenache-grappe18-1-194-3855";"Grenache";"grappe18";"1";"194";"grappe18-1";"grappe18";"13.07.22";194;"NV";"Grenache";"grappe18-1.sam";NA;324,211884663966;"1";"Grenache-grappe18-1";"grappe18-1";169,363196936355;154,848687727611;449,32207646017;1,8829484241808;230,502118320467;206,126499056132;1195,10366346675;1,00713484821732;1,0918382478505
"2015";"grappe18.1.15.07.22_3882";"grappe18.1.15.07.22";3882;"Grenache-grappe18-1-196-3882";"Grenache";"grappe18";"1";"196";"grappe18-1";"grappe18";"15.07.22";196;"NV";"Grenache";"grappe18-1.sam";NA;0;"1";"Grenache-grappe18-1";"grappe18-1";-20,5924066797651;-84,2377687641852;-21,2801645552703;1,90404392497803;229,070288929171;191,519615545466;1447,30389014983;1,25674501580982;1,13654830912254
"2017";"grappe18.1.18.07.22_3880";"grappe18.1.18.07.22";3880;"Grenache-grappe18-1-199-3880";"Grenache";"grappe18";"1";"199";"grappe18-1";"grappe18";"18.07.22";199;"NA";"Grenache";"grappe18-1.sam";NA;288,926496265415;"1";"Grenache-grappe18-1";"grappe18-1";159,978274904891;128,948221360524;284,106162412403;1,68529212117316;211,322567005318;180,80530425425;933,780230662922;1,62449314354146;1,16371544416756
"2019";"grappe18.1.19.08.22_3842";"grappe18.1.19.08.22";3842;"Grenache-grappe18-1-231-3842";"Grenache";"grappe18";"1";"231";"grappe18-1";"grappe18";"19.08.22";231;"V";"Grenache";"grappe18-1.sam";NA;1248,36232128786;"1";"Grenache-grappe18-1";"grappe18-1";677,016728676959;571,345592610897;1302,75445167566;1,27037931046191;85,1549007799925;177,006148307227;746,143592514357;0,0567433413329615;1,19720858081304
"2020";"grappe18.1.20.07.22_3939";"grappe18.1.20.07.22";3939;"Grenache-grappe18-1-201-3939";"Grenache";"grappe18";"1";"201";"grappe18-1";"grappe18";"20.07.22";201;"NV";"Grenache";"grappe18-1.sam";NA;368,627517560902;"1";"Grenache-grappe18-1";"grappe18-1";215,314748763686;153,312768797216;235,444125746715;1,67227738850938;186,569649169034;174,72096322796;493,908403936308;1,45991362860566;1,54568284881838
"2021";"grappe18.1.22.07.22_3914";"grappe18.1.22.07.22";3914;"Grenache-grappe18-1-203-3914";"Grenache";"grappe18";"1";"203";"grappe18-1";"grappe18";"22.07.22";203;"V";"Grenache";"grappe18-1.sam";NA;556,360543140664;"1";"Grenache-grappe18-1";"grappe18-1";263,994952085874;292,36559105479;508,455969505513;1,50591823090122;204,754398971061;173,330665329679;331,241347052423;1,42154135310598;1,65667725510102
"2024";"grappe18.1.25.07.22_3858";"grappe18.1.25.07.22";3858;"Grenache-grappe18-1-206-3858";"Grenache";"grappe18";"1";"206";"grappe18-1";"grappe18";"25.07.22";206;"V";"Grenache";"grappe18-1.sam";NA;503,947742770684;"1";"Grenache-grappe18-1";"grappe18-1";316,536673601366;187,411069169318;508,847590460109;1,44165048982735;195,865564367505;158,755851420689;1043,00154779379;1,04364602468979;1,51692640645754
"2027";"grappe18.1.29.07.22_3834";"grappe18.1.29.07.22";3834;"Grenache-grappe18-1-210-3834";"Grenache";"grappe18";"1";"210";"grappe18-1";"grappe18";"29.07.22";210;"V";"Grenache";"grappe18-1.sam";NA;804,051330547779;"1";"Grenache-grappe18-1";"grappe18-1";509,137898939651;294,913431608128;556,615590306285;1,27263348154027;111,232996200526;145,510521976768;702,620943102385;0,77209413053577;1,82000727909487
"2028";"grappe18.2.01.08.22_3895";"grappe18.2.01.08.22";3895;"Grenache-grappe18-2-213-3895";"Grenache";"grappe18";"2";"213";"grappe18-2";"grappe18";"01.08.22";213;"V";"Grenache";"grappe18-2.sam";NA;1013,87360959703;"2";"Grenache-grappe18-2";"grappe18-2";568,246448563913;445,627161033113;955,327122614217;1,24229965628539;138,441522911132;129,552304435156;829,950109152342;0,481072814794822;1,79894686409582
"2030";"grappe18.2.03.08.22_3890";"grappe18.2.03.08.22";3890;"Grenache-grappe18-2-215-3890";"Grenache";"grappe18";"2";"215";"grappe18-2";"grappe18";"03.08.22";215;"V";"Grenache";"grappe18-2.sam";NA;522,488794663628;"2";"Grenache-grappe18-2";"grappe18-2";488,458263975129;34,0305306884989;336,93731133381;1,15190114308334;108,426842650804;133,696302784447;304,261261323738;0,640207075935179;1,63953055523103
"2031";"grappe18.2.03.08.22_3894";"grappe18.2.03.08.22";3894;"Grenache-grappe18-2-215-3894";"Grenache";"grappe18";"2";"215";"grappe18-2";"grappe18";"03.08.22";215;"V";"Grenache";"grappe18bis-2.sam";NA;1072,19642033848;"2";"Grenache-grappe18-2";"grappe18bis-2";570,829887696442;501,366532642038;1001,49526350103;1,30996733986822;102,506932350807;130,636115782954;331,148624505325;0,627984231485961;2,04614247628747
"2035";"grappe18.2.05.08.22_3886";"grappe18.2.05.08.22";3886;"Grenache-grappe18-2-217-3886";"Grenache";"grappe18";"2";"217";"grappe18-2";"grappe18";"05.08.22";217;"V";"Grenache";"grappe18-2.sam";NA;1201,10644022829;"2";"Grenache-grappe18-2";"grappe18-2";605,781029839125;595,325410389168;1186,39607495896;1,20345702961995;63,4344254302126;135,514646481521;233,676806692706;0,863226777121339;2,36826767470591
"2036";"grappe18.2.08.07.22_3847";"grappe18.2.08.07.22";3847;"Grenache-grappe18-2-189-3847";"Grenache";"grappe18";"2";"189";"grappe18-2";"grappe18";"08.07.22";189;"NV";"Grenache";"grappe18-2.sam";NA;0;"2";"Grenache-grappe18-2";"grappe18-2";-92,2808317076748;-34,7567741276398;-38,5616248664882;2,05305855704872;340,83504342507;192,49435420287;889,496077520253;1,74539264484314;1,17494917952002
"2037";"grappe18.2.08.08.22_3823";"grappe18.2.08.08.22";3823;"Grenache-grappe18-2-220-3823";"Grenache";"grappe18";"2";"220";"grappe18-2";"grappe18";"08.08.22";220;"V";"Grenache";"grappe18-2.sam";NA;998,366036273357;"2";"Grenache-grappe18-2";"grappe18-2";538,148391175986;460,21764509737;1095,63776258752;0,930148567567419;101,620478145024;123,956180856459;1187,96417770435;0,655703962902243;1,81283280534839
"2039";"grappe18.2.10.08.22_3840";"grappe18.2.10.08.22";3840;"Grenache-grappe18-2-222-3840";"Grenache";"grappe18";"2";"222";"grappe18-2";"grappe18";"10.08.22";222;"V";"Grenache";"grappe18-2.sam";NA;1216,60440411702;"2";"Grenache-grappe18-2";"grappe18-2";728,070133221342;488,534270895674;1026,99198161885;0,935442656387506;39,3034098059948;113,105287840895;427,236405542978;0,358497634062366;1,79928306280591
"2040";"grappe18.2.11.07.22_3937";"grappe18.2.11.07.22";3937;"Grenache-grappe18-2-192-3937";"Grenache";"grappe18";"2";"192";"grappe18-2";"grappe18";"11.07.22";192;"NV";"Grenache";"grappe18-2.sam";NA;94,008659654796;"2";"Grenache-grappe18-2";"grappe18-2";60,4457032035001;33,5629564512959;119,199215040232;1,76319483846611;247,800402455248;182,64986912428;682,854927201667;1,31907692097397;1,17731910149475
"2041";"grappe18.2.12.07.22_3819";"grappe18.2.12.07.22";3819;"Grenache-grappe18-2-193-3819";"Grenache";"grappe18";"2";"193";"grappe18-2";"grappe18";"12.07.22";193;"NV";"Grenache";"grappe18-2.sam";NA;179,884404313097;"2";"Grenache-grappe18-2";"grappe18-2";119,879914096219;60,004490216878;62,984430685313;1,95861713307282;195,895170240877;185,762967037175;1040,969059399;1,3080455803678;1,4151059627877
"2043";"grappe18.2.12.08.22_3954";"grappe18.2.12.08.22";3954;"Grenache-grappe18-2-224-3954";"Grenache";"grappe18";"2";"224";"grappe18-2";"grappe18";"12.08.22";224;"V";"Grenache";"grappe18bis-2.sam";NA;1258,476960613;"2";"Grenache-grappe18-2";"grappe18bis-2";777,283623520235;481,193337092769;857,547123591398;1,18348940728737;6,66518543149965;122,305011529784;527,448535534515;-0,0128419903884213;1,50134616507237
"2044";"grappe18.2.12.08.22_3852";"grappe18.2.12.08.22";3852;"Grenache-grappe18-2-224-3852";"Grenache";"grappe18";"2";"224";"grappe18-2";"grappe18";"12.08.22";224;"V";"Grenache";"grappe18-2.sam";NA;829,539820953541;"2";"Grenache-grappe18-2";"grappe18-2";522,207299641047;307,332521312493;609,287798085517;0,981523916352746;84,1811641166947;123,491973457463;-331,251213557549;0,859060756507031;2,25343622900166
"2047";"grappe18.2.13.07.22_3856";"grappe18.2.13.07.22";3856;"Grenache-grappe18-2-194-3856";"Grenache";"grappe18";"2";"194";"grappe18-2";"grappe18";"13.07.22";194;"NV";"Grenache";"grappe18-2.sam";NA;190,973975594806;"2";"Grenache-grappe18-2";"grappe18-2";71,976613769973;118,997361824833;371,99998713909;1,85612359514974;214,246630270276;186,711843170577;866,818839110203;1,29566343652306;1,43183188423544
"2048";"grappe18.2.15.07.22_3883";"grappe18.2.15.07.22";3883;"Grenache-grappe18-2-196-3883";"Grenache";"grappe18";"2";"196";"grappe18-2";"grappe18";"15.07.22";196;"NV";"Grenache";"grappe18-2.sam";NA;0;"2";"Grenache-grappe18-2";"grappe18-2";-10,2926236374789;-62,643061222331;-109,087400994218;1,77070535664513;238,396882018309;185,279643636255;1076,67614790321;1,0557431776365;1,27203929229439
"2049";"grappe18.2.17.08.22_3814";"grappe18.2.17.08.22";3814;"Grenache-grappe18-2-229-3814";"Grenache";"grappe18";"2";"229";"grappe18-2";"grappe18";"17.08.22";229;"V";"Grenache";"grappe18-2.sam";NA;1399,7394092865;"2";"Grenache-grappe18-2";"grappe18-2";689,7989390445;709,940470242004;1595,8339418056;1,02872661646609;46,5364666672891;129,67340289724;296,093563138169;0,35696811766886;1,56386232799399
"2050";"grappe18.2.18.07.22_3881";"grappe18.2.18.07.22";3881;"Grenache-grappe18-2-199-3881";"Grenache";"grappe18";"2";"199";"grappe18-2";"grappe18";"18.07.22";199;"NV";"Grenache";"grappe18-2.sam";NA;246,930852243535;"2";"Grenache-grappe18-2";"grappe18-2";154,175087742715;92,7557645008201;219,112328096919;1,78500922265816;300,50399053954;177,960748746518;881,792998494625;1,54675455168633;1,19110967726009
"2053";"grappe18.2.19.08.22_3820";"grappe18.2.19.08.22";3820;"Grenache-grappe18-2-231-3820";"Grenache";"grappe18";"2";"231";"grappe18-2";"grappe18";"19.08.22";231;"V";"Grenache";"grappe18-2.sam";NA;1043,53533184093;"2";"Grenache-grappe18-2";"grappe18-2";586,685675937347;456,84965590358;1037,39231572681;0,90776827233452;90,5097213396979;135,535326258563;401,703229923738;0,378493761925937;1,95706898052097
"2054";"grappe18.2.20.07.22_3927";"grappe18.2.20.07.22";3927;"Grenache-grappe18-2-201-3927";"Grenache";"grappe18";"2";"201";"grappe18-2";"grappe18";"20.07.22";201;"V";"Grenache";"grappe18-2.sam";NA;577,784804167105;"2";"Grenache-grappe18-2";"grappe18-2";340,695253727419;237,089550439686;396,575980607774;1,40493505939941;125,687545424801;166,117939083513;454,869774843105;1,10913162207857;1,57331392991965
"2055";"grappe18.2.22.07.22_3915";"grappe18.2.22.07.22";3915;"Grenache-grappe18-2-203-3915";"Grenache";"grappe18";"2";"203";"grappe18-2";"grappe18";"22.07.22";203;"NV";"Grenache";"grappe18-2.sam";NA;552,019070182625;"2";"Grenache-grappe18-2";"grappe18-2";284,539079730607;267,479990452019;476,153401842155;1,46099745724886;218,873248151973;161,734610507694;275,399494944545;1,23044692707924;1,70727793687358
"2058";"grappe18.2.25.07.22_3859";"grappe18.2.25.07.22";3859;"Grenache-grappe18-2-206-3859";"Grenache";"grappe18";"2";"206";"grappe18-2";"grappe18";"25.07.22";206;"V";"Grenache";"grappe18-2.sam";NA;683,834186785146;"2";"Grenache-grappe18-2";"grappe18-2";413,696266985712;270,137919799434;703,452581419086;1,39343618621822;208,409170852558;149,834300076581;796,752340729938;1,04517914258924;1,57277908182245
"2059";"grappe18.2.27.07.22_3944";"grappe18.2.27.07.22";3944;"Grenache-grappe18-2-208-3944";"Grenache";"grappe18";"2";"208";"grappe18-2";"grappe18";"27.07.22";208;"V";"Grenache";"grappe18-2.sam";NA;574,676476921881;"2";"Grenache-grappe18-2";"grappe18-2";317,526740597634;257,149736324247;862,761456973509;1,39591318394219;143,891712245015;149,524552417445;27,7509290672188;0,848405260797258;1,67250530280543
"2062";"grappe18.2.29.07.22_3871";"grappe18.2.29.07.22";3871;"Grenache-grappe18-2-210-3871";"Grenache";"grappe18";"2";"210";"grappe18-2";"grappe18";"29.07.22";210;"V";"Grenache";"grappe18-2.sam";NA;1052,50494311169;"2";"Grenache-grappe18-2";"grappe18-2";593,101420921144;459,403522190545;1042,79804725848;1,14432226292805;115,012968919196;135,15501549796;989,030018151902;0,491978599506503;1,85284839559951
"2063";"grappe18.3.01.08.22_3896";"grappe18.3.01.08.22";3896;"Grenache-grappe18-3-213-3896";"Grenache";"grappe18";"3";"213";"grappe18-3";"grappe18";"01.08.22";213;"V";"Grenache";"grappe18-3.sam";NA;1122,17903809776;"3";"Grenache-grappe18-3";"grappe18-3";564,526268689941;557,652769407815;1155,09298531122;1,08471793404595;73,1047684325314;138,971903576666;540,483785838597;0,339259496010776;1,51045583404536
"2064";"grappe18.3.03.08.22_3891";"grappe18.3.03.08.22";3891;"Grenache-grappe18-3-215-3891";"Grenache";"grappe18";"3";"215";"grappe18-3";"grappe18";"03.08.22";215;"V";"Grenache";"grappe18-3.sam";NA;722,649284455476;"3";"Grenache-grappe18-3";"grappe18-3";508,540217664545;214,109066790931;349,409412246669;1,08993063662685;81,5123136420442;141,215325179772;244,908480755516;0,582292699304418;1,57833711722871
"2065";"grappe18.3.03.08.22_3867";"grappe18.3.03.08.22";3867;"Grenache-grappe18-3-215-3867";"Grenache";"grappe18";"3";"215";"grappe18-3";"grappe18";"03.08.22";215;"V";"Grenache";"grappe18bis-3.sam";NA;997,204529408539;"3";"Grenache-grappe18-3";"grappe18bis-3";568,911261183698;428,29326822484;983,095738225758;1,34275210269282;95,5019437604943;136,707871071066;483,547292042796;0,626130047297926;1,81357523821017
"2069";"grappe18.3.05.08.22_3887";"grappe18.3.05.08.22";3887;"Grenache-grappe18-3-217-3887";"Grenache";"grappe18";"3";"217";"grappe18-3";"grappe18";"05.08.22";217;"V";"Grenache";"grappe18-3.sam";NA;1171,37439906016;"3";"Grenache-grappe18-3";"grappe18-3";621,59206946905;549,782329591106;940,636656485572;1,20017681439141;62,1104239374393;144,379395819393;503,21856503123;0,857931833377203;2,00308252990976
"2070";"grappe18.3.08.07.22_3844";"grappe18.3.08.07.22";3844;"Grenache-grappe18-3-189-3844";"Grenache";"grappe18";"3";"189";"grappe18-3";"grappe18";"08.07.22";189;"NV";"Grenache";"grappe18-3.sam";NA;99,442837140424;"3";"Grenache-grappe18-3";"grappe18-3";31,6561036514782;67,7867334889458;222,420762467129;2,02625150861221;269,738423318193;186,740059112547;1086,95642721234;1,48551786592264;1,2409715355674
"2071";"grappe18.3.08.08.22_3805";"grappe18.3.08.08.22";3805;"Grenache-grappe18-3-220-3805";"Grenache";"grappe18";"3";"220";"grappe18-3";"grappe18";"08.08.22";220;"V";"Grenache";"grappe18-3.sam";NA;1191,73459363996;"3";"Grenache-grappe18-3";"grappe18-3";575,024222430322;616,710371209637;1090,13366879343;0,986070390677085;95,932135537842;125,618532386512;796,497079658503;0,679309578612536;2,02308563507908
"2073";"grappe18.3.10.08.22_3822";"grappe18.3.10.08.22";3822;"Grenache-grappe18-3-222-3822";"Grenache";"grappe18";"3";"222";"grappe18-3";"grappe18";"10.08.22";222;"V";"Grenache";"grappe18-3.sam";NA;1275,28783089943;"3";"Grenache-grappe18-3";"grappe18-3";754,576560822834;520,711270076595;1091,86622685841;0,865839650868067;22,7185335616909;116,502890200821;241,467378181263;0,172510293625497;1,72857632097962
"2074";"grappe18.3.11.07.22_3938";"grappe18.3.11.07.22";3938;"Grenache-grappe18-3-192-3938";"Grenache";"grappe18";"3";"192";"grappe18-3";"grappe18";"11.07.22";192;"NV";"Grenache";"grappe18-3.sam";NA;154,401340953849;"3";"Grenache-grappe18-3";"grappe18-3";91,749160458736;62,6521804951127;84,63315746583;1,8440951243901;222,843445657595;182,63008377529;690,253912924673;1,32581603354184;1,21698757958816
"2075";"grappe18.3.12.07.22_3811";"grappe18.3.12.07.22";3811;"Grenache-grappe18-3-193-3811";"Grenache";"grappe18";"3";"193";"grappe18-3";"grappe18";"12.07.22";193;"NV";"Grenache";"grappe18-3.sam";NA;336,46948492116;"3";"Grenache-grappe18-3";"grappe18-3";195,33362093551;141,13586398565;330,924934442559;1,97593733152174;205,874976444079;201,406061007144;1044,19247147928;0,89755464002734;1,21681622527528
"2077";"grappe18.3.12.08.22_3955";"grappe18.3.12.08.22";3955;"Grenache-grappe18-3-224-3955";"Grenache";"grappe18";"3";"224";"grappe18-3";"grappe18";"12.08.22";224;"V";"Grenache";"grappe18bis-3.sam";NA;1372,92040083159;"3";"Grenache-grappe18-3";"grappe18bis-3";845,643701794246;527,276699037345;978,371890400988;1,10514893480031;-23,9953258339658;128,799359558331;443,333687112003;-0,22033140990084;1,41920605893589
"2078";"grappe18.3.12.08.22_3830";"grappe18.3.12.08.22";3830;"Grenache-grappe18-3-224-3830";"Grenache";"grappe18";"3";"224";"grappe18-3";"grappe18";"12.08.22";224;"V";"Grenache";"grappe18-3.sam";NA;1190,25436722666;"3";"Grenache-grappe18-3";"grappe18-3";616,83342287109;573,420944355569;896,45579274946;0,970922459969558;47,1317675516624;129,348971171734;319,581085626029;0,910988239401246;1,93531337585042
"2081";"grappe18.3.13.07.22_3857";"grappe18.3.13.07.22";3857;"Grenache-grappe18-3-194-3857";"Grenache";"grappe18";"3";"194";"grappe18-3";"grappe18";"13.07.22";194;"NV";"Grenache";"grappe18-3.sam";NA;518,921908615365;"3";"Grenache-grappe18-3";"grappe18-3";242,994873209048;275,927035406317;633,043023760758;1,83914612639668;200,895490216449;193,602633540882;893,955732379807;0,99240060282004;1,13438628067065
"2082";"grappe18.3.15.07.22_3897";"grappe18.3.15.07.22";3897;"Grenache-grappe18-3-196-3897";"Grenache";"grappe18";"3";"196";"grappe18-3";"grappe18";"15.07.22";196;"NV";"Grenache";"grappe18-3.sam";NA;83,2149361829208;"3";"Grenache-grappe18-3";"grappe18-3";38,8899639512191;44,3249722317017;154,986923075003;1,88093879190413;216,467048125528;194,114713343937;952,644404094289;1,08483564558122;1,12617783300337
"2083";"grappe18.3.17.08.22_3812";"grappe18.3.17.08.22";3812;"Grenache-grappe18-3-229-3812";"Grenache";"grappe18";"3";"229";"grappe18-3";"grappe18";"17.08.22";229;"V";"Grenache";"grappe18-3.sam";NA;1151,31949347301;"3";"Grenache-grappe18-3";"grappe18-3";576,033457613332;575,286035859679;1003,23517602075;1,02600792314247;39,8706649168849;137,041776511626;-560,800288896896;0,310184381990391;2,03440948735858
"2084";"grappe18.3.18.07.22_3853";"grappe18.3.18.07.22";3853;"Grenache-grappe18-3-199-3853";"Grenache";"grappe18";"3";"199";"grappe18-3";"grappe18";"18.07.22";199;"NV";"Grenache";"grappe18-3.sam";NA;312,830478995031;"3";"Grenache-grappe18-3";"grappe18-3";168,618646750891;144,21183224414;332,318851983966;1,62791201091609;220,321584742166;177,032833126205;875,94680062564;1,42709885952475;1,22220117492509
"2087";"grappe18.3.19.08.22_3821";"grappe18.3.19.08.22";3821;"Grenache-grappe18-3-231-3821";"Grenache";"grappe18";"3";"231";"grappe18-3";"grappe18";"19.08.22";231;"V";"Grenache";"grappe18-3.sam";NA;1342,23514963197;"3";"Grenache-grappe18-3";"grappe18-3";750,390186800138;591,844962831835;1346,7883997257;0,966094526675435;43,8435733971226;151,921616594258;454,060503414629;-0,172069376880887;1,68999645191995
"2088";"grappe18.3.20.07.22_3928";"grappe18.3.20.07.22";3928;"Grenache-grappe18-3-201-3928";"Grenache";"grappe18";"3";"201";"grappe18-3";"grappe18";"20.07.22";201;"NV";"Grenache";"grappe18-3.sam";NA;294,85848757486;"3";"Grenache-grappe18-3";"grappe18-3";206,485080074479;88,3734075003805;230,648385280592;1,55124381358458;189,824920876546;182,531988128427;863,224119651575;1,16988297734527;1,32470169549589
"2089";"grappe18.3.22.07.22_3900";"grappe18.3.22.07.22";3900;"Grenache-grappe18-3-203-3900";"Grenache";"grappe18";"3";"203";"grappe18-3";"grappe18";"22.07.22";203;"NV";"Grenache";"grappe18-3.sam";NA;536,471193473687;"3";"Grenache-grappe18-3";"grappe18-3";265,510630119778;270,960563353909;459,907627452941;1,46138622431244;199,960745234184;182,0466206234;346,771928075599;1,19783168524;1,43284096638106
"2091";"grappe18.3.24.08.22_3959";"grappe18.3.24.08.22";3959;"Grenache-grappe18-3-236-3959";"Grenache";"grappe18";"3";"236";"grappe18-3";"grappe18";"24.08.22";236;"V";"Grenache";"grappe18-3.sam";NA;1168,15608086559;"3";"Grenache-grappe18-3";"grappe18-3";613,035630748992;555,120450116598;1152,04681446917;0,832506654568904;24,6227294451595;137,110271201235;117,134857070267;0,291285864225579;1,51930892777703
"2092";"grappe18.3.25.07.22_3873";"grappe18.3.25.07.22";3873;"Grenache-grappe18-3-206-3873";"Grenache";"grappe18";"3";"206";"grappe18-3";"grappe18";"25.07.22";206;"V";"Grenache";"grappe18-3.sam";NA;618,861893910204;"3";"Grenache-grappe18-3";"grappe18-3";380,750149846761;238,111744063443;515,641390279843;1,36525216323642;174,840723129153;158,407314041657;1043,40390643438;0,943758009453733;1,42389559241731
"2093";"grappe18.3.27.07.22_3945";"grappe18.3.27.07.22";3945;"Grenache-grappe18-3-208-3945";"Grenache";"grappe18";"3";"208";"grappe18-3";"grappe18";"27.07.22";208;"V";"Grenache";"grappe18-3.sam";NA;672,569704609163;"3";"Grenache-grappe18-3";"grappe18-3";367,636835317807;304,932869291356;678,895153694211;1,42343558323182;169,892739964399;141,370224855398;-56,0992080142153;0,948950538023495;1,92496732474804
"2096";"grappe18.3.29.07.22_3899";"grappe18.3.29.07.22";3899;"Grenache-grappe18-3-210-3899";"Grenache";"grappe18";"3";"210";"grappe18-3";"grappe18";"29.07.22";210;"V";"Grenache";"grappe18-3.sam";NA;899,840855650983;"3";"Grenache-grappe18-3";"grappe18-3";509,387302786748;390,453552864235;685,552237227482;1,17576364070787;120,524117105742;144,515761275397;407,141393901577;0,633115384137695;1,91307612803877
"2097";"grappe18.4.01.08.22_3910";"grappe18.4.01.08.22";3910;"Grenache-grappe18-4-213-3910";"Grenache";"grappe18";"4";"213";"grappe18-4";"grappe18";"01.08.22";213;"V";"Grenache";"grappe18-4.sam";NA;920,426146725268;"4";"Grenache-grappe18-4";"grappe18-4";471,904372092341;448,521774632927;992,449181417145;1,09896087409353;75,9204938417549;128,635614898975;501,095529972763;0,575229714078218;1,50381555139121
"2098";"grappe18.4.03.08.22_3921";"grappe18.4.03.08.22";3921;"Grenache-grappe18-4-215-3921";"Grenache";"grappe18";"4";"215";"grappe18-4";"grappe18";"03.08.22";215;"V";"Grenache";"grappe18-4.sam";NA;754,612108153424;"4";"Grenache-grappe18-4";"grappe18-4";474,209739582302;280,402368571122;639,798091882754;1,12129197384241;62,4516240819775;140,311151502206;-226,65819022977;0,778913215081647;1,48204268099335
"2099";"grappe18.4.03.08.22_3851";"grappe18.4.03.08.22";3851;"Grenache-grappe18-4-215-3851";"Grenache";"grappe18";"4";"215";"grappe18-4";"grappe18";"03.08.22";215;"V";"Grenache";"grappe18bis-4.sam";NA;970,452887918018;"4";"Grenache-grappe18-4";"grappe18bis-4";522,767927368634;447,684960549384;876,42273386493;1,27155133247075;54,0950169394216;137,86421458583;279,747444813797;0,811628235689046;1,48469293625588
"2103";"grappe18.4.05.08.22_3875";"grappe18.4.05.08.22";3875;"Grenache-grappe18-4-217-3875";"Grenache";"grappe18";"4";"217";"grappe18-4";"grappe18";"05.08.22";217;"V";"Grenache";"grappe18-4.sam";NA;1252,13287764991;"4";"Grenache-grappe18-4";"grappe18-4";589,717687566595;662,415190083315;1314,61278766531;1,14644316079904;32,1207907323841;139,615263132029;179,294980994961;0,821290349376792;1,83519833854975
"2104";"grappe18.4.08.07.22_3838";"grappe18.4.08.07.22";3838;"Grenache-grappe18-4-189-3838";"Grenache";"grappe18";"4";"189";"grappe18-4";"grappe18";"08.07.22";189;"NV";"Grenache";"grappe18-4.sam";NA;127,315941409107;"4";"Grenache-grappe18-4";"grappe18-4";63,5741232088178;63,7418182002889;236,246623864514;2,01952690485602;263,417285767009;182,786679892136;1098,13921510174;1,54706464595109;1,29774748932433
"2105";"grappe18.4.08.08.22_3825";"grappe18.4.08.08.22";3825;"Grenache-grappe18-4-220-3825";"Grenache";"grappe18";"4";"220";"grappe18-4";"grappe18";"08.08.22";220;"V";"Grenache";"grappe18-4.sam";NA;827,976345255619;"4";"Grenache-grappe18-4";"grappe18-4";515,904087358498;312,072257897121;696,828929905375;0,966798366529053;73,8536158768467;131,686887485277;1047,17713838583;0,637325036043782;1,57584769059113
