"";"UniqueID";"echantillon";"num";"NirsID";"geno";"grappe";"baie";"doy";"grappebaie";"Grappe";"date_sp";"DateDOY";"pred";"cépage";"Id";"Notes";"sugar_cal";"Berry";"genoID";"IdBerry";"glucose";"fructose";"somme_GF";"rapport_GF";"malate";"tartrate";"shikimate";"rapport_MT";"poids_baie"
"1";"grappe1.1.01.08.22_2441";"grappe1.1.01.08.22";2441;"Ugni blanc-grappe1-1-213-2441";"Ugni blanc";"grappe1";"1";"213";"grappe1-1";"grappe1";"01.08.22";213;"V";"Ugni blanc";"grappe1-1.sam";NA;786,880265786876;"1";"Ugni blanc-grappe1-1";"grappe1-1";400,845097057733;386,035168729143;817,669962146598;1,17856690563817;56,41049626245;147,803316881822;277,599590034726;0,439815020535337;1,66118352296063
"2";"grappe1.1.01.08.22_2461";"grappe1.1.01.08.22";2461;"Ugni blanc-grappe1-1-213-2461";"Ugni blanc";"grappe1";"1";"213";"grappe1-1";"grappe1";"01.08.22";213;"V";"Ugni blanc";"grappe1bis-1.sam";NA;940,531946684584;"1";"Ugni blanc-grappe1-1";"grappe1bis-1";487,610034114922;452,921912569663;723,977685120475;1,32197788341442;60,0956435464635;150,938524243118;393,130676190365;0,547236133746326;1,68778141128137
"6";"grappe1.1.03.08.22_2535";"grappe1.1.03.08.22";2535;"Ugni blanc-grappe1-1-215-2535";"Ugni blanc";"grappe1";"1";"215";"grappe1-1";"grappe1";"03.08.22";215;"V";"Ugni blanc";"grappe1-1.sam";NA;910,171834973515;"1";"Ugni blanc-grappe1-1";"grappe1-1";516,534622389861;393,637212583654;642,517519323714;1,27408961586379;65,1296017566788;149,661325292135;703,974404220253;0,557771356491801;1,57546268984435
"8";"grappe1.1.05.08.22_2369";"grappe1.1.05.08.22";2369;"Ugni blanc-grappe1-1-217-2369";"Ugni blanc";"grappe1";"1";"217";"grappe1-1";"grappe1";"05.08.22";217;"V";"Ugni blanc";"grappe1-1.sam";NA;1065,51816491874;"1";"Ugni blanc-grappe1-1";"grappe1-1";589,549248242423;475,968916676315;807,207756655234;1,27094827411044;18,7151978789743;158,072331384796;323,350497613316;-0,099460179025621;1,80195542332984
"9";"grappe1.1.08.07.22_2352";"grappe1.1.08.07.22";2352;"Ugni blanc-grappe1-1-189-2352";"Ugni blanc";"grappe1";"1";"189";"grappe1-1";"grappe1";"08.07.22";189;"NV";"Ugni blanc";"grappe1-1.sam";NA;4,46242934890637;"1";"Ugni blanc-grappe1-1";"grappe1-1";-7,5735012415098;12,0359305904162;86,1175360664749;2,17913598317319;253,459447939369;188,189661474203;1029,33972842427;1,59018627721387;1,37923537968635
"10";"grappe1.1.08.08.22_2401";"grappe1.1.08.08.22";2401;"Ugni blanc-grappe1-1-220-2401";"Ugni blanc";"grappe1";"1";"220";"grappe1-1";"grappe1";"08.08.22";220;"V";"Ugni blanc";"grappe1-1.sam";NA;893,050190050854;"1";"Ugni blanc-grappe1-1";"grappe1-1";492,93328879159;400,116901259264;860,539847607148;1,09742856547444;79,390812707871;147,536458557356;720,976846335075;0,550515882075278;1,64414041343175
"11";"grappe1.1.08.08.22_2417";"grappe1.1.08.08.22";2417;"Ugni blanc-grappe1-1-220-2417";"Ugni blanc";"grappe1";"1";"220";"grappe1-1";"grappe1";"08.08.22";220;"V";"Ugni blanc";"grappe1bis-1.sam";NA;927,684219813645;"1";"Ugni blanc-grappe1-1";"grappe1bis-1";491,019913558971;436,664306254674;796,628354563279;0,868582214057412;72,8446532753197;141,21130091086;632,635664251762;0,732906098681437;1,65967407797943
"15";"grappe1.1.10.08.22_2374";"grappe1.1.10.08.22";2374;"Ugni blanc-grappe1-1-222-2374";"Ugni blanc";"grappe1";"1";"222";"grappe1-1";"grappe1";"10.08.22";222;"V";"Ugni blanc";"grappe1-1.sam";NA;1188,97503437605;"1";"Ugni blanc-grappe1-1";"grappe1-1";589,615186931493;599,359847444555;1179,21028608266;1,42279171070965;49,1025708468473;156,111755007329;447,510891730905;-0,109923807877247;1,78155762000361
"16";"grappe1.1.11.07.22_2496";"grappe1.1.11.07.22";2496;"Ugni blanc-grappe1-1-192-2496";"Ugni blanc";"grappe1";"1";"192";"grappe1-1";"grappe1";"11.07.22";192;"NV";"Ugni blanc";"grappe1-1.sam";NA;293,036930406678;"1";"Ugni blanc-grappe1-1";"grappe1-1";56,1073548498954;236,929575556782;518,983372086354;2,03524787825873;277,572268686874;210,490066152371;1140,47339539776;1,59304199558773;1,35615047258356
"18";"grappe1.1.12.08.22_2416";"grappe1.1.12.08.22";2416;"Ugni blanc-grappe1-1-224-2416";"Ugni blanc";"grappe1";"1";"224";"grappe1-1";"grappe1";"12.08.22";224;"V";"Ugni blanc";"grappe1-1.sam";NA;1256,21169451128;"1";"Ugni blanc-grappe1-1";"grappe1-1";734,207709550269;522,003984961009;865,646801478258;1,18272821072507;-11,7481424822363;155,92110654187;376,529439020399;-0,257364926568593;1,67400621010116
"19";"grappe1.1.13.07.22_2442";"grappe1.1.13.07.22";2442;"Ugni blanc-grappe1-1-194-2442";"Ugni blanc";"grappe1";"1";"194";"grappe1-1";"grappe1";"13.07.22";194;"NV";"Ugni blanc";"grappe1-1.sam";NA;392,490381476762;"1";"Ugni blanc-grappe1-1";"grappe1-1";190,449939767808;202,040441708954;431,511269525541;2,03018889120839;171,11939498603;191,457406387411;1195,47341840519;1,30511684347302;1,18719893766522
"20";"grappe1.1.15.07.22_2515";"grappe1.1.15.07.22";2515;"Ugni blanc-grappe1-1-196-2515";"Ugni blanc";"grappe1";"1";"196";"grappe1-1";"grappe1";"15.07.22";196;"NV";"Ugni blanc";"grappe1-1.sam";NA;229,067897983959;"1";"Ugni blanc-grappe1-1";"grappe1-1";90,2548420385389;138,81305594542;390,944680685834;1,961025393972;172,663290372504;192,847507676418;1176,69176977966;1,54341167147767;1,28268603485194
"21";"grappe1.1.17.08.22_2435";"grappe1.1.17.08.22";2435;"Ugni blanc-grappe1-1-229-2435";"Ugni blanc";"grappe1";"1";"229";"grappe1-1";"grappe1";"17.08.22";229;"V";"Ugni blanc";"grappe1-1.sam";NA;1449,7879833598;"1";"Ugni blanc-grappe1-1";"grappe1-1";746,448757243625;703,339226116173;1458,97514470661;0,443816362408402;-109,839576922415;146,130432841828;-639,182520323269;-0,112493843504266;1,61639515758539
"22";"grappe1.1.18.07.22_2427";"grappe1.1.18.07.22";2427;"Ugni blanc-grappe1-1-199-2427";"Ugni blanc";"grappe1";"1";"199";"grappe1-1";"grappe1";"18.07.22";199;"NV";"Ugni blanc";"grappe1-1.sam";NA;48,4791340975037;"1";"Ugni blanc-grappe1-1";"grappe1-1";27,5493928820225;20,9297412154812;75,8064741981758;1,84472083865132;210,319402118321;186,448752987574;948,91591777949;1,56271637381935;1,36770827283257
"25";"grappe1.1.19.08.22_2528";"grappe1.1.19.08.22";2528;"Ugni blanc-grappe1-1-231-2528";"Ugni blanc";"grappe1";"1";"231";"grappe1-1";"grappe1";"19.08.22";231;"V";"Ugni blanc";"grappe1-1.sam";NA;1297,42873270612;"1";"Ugni blanc-grappe1-1";"grappe1-1";692,905678190657;604,523054515465;1165,00650282198;1,26613644130063;64,4243840680898;168,213831947508;617,845465695086;0,191093259526092;1,54466001731696
"26";"grappe1.1.20.07.22_2526";"grappe1.1.20.07.22";2526;"Ugni blanc-grappe1-1-201-2526";"Ugni blanc";"grappe1";"1";"201";"grappe1-1";"grappe1";"20.07.22";201;"NV";"Ugni blanc";"grappe1-1.sam";NA;329,223715748957;"1";"Ugni blanc-grappe1-1";"grappe1-1";176,42606602159;152,797649727367;349,248422899818;1,60680071418374;155,475010547281;187,534630776234;656,461436623881;0,88574835074506;1,596155475445
"27";"grappe1.1.22.07.22_2475";"grappe1.1.22.07.22";2475;"Ugni blanc-grappe1-1-203-2475";"Ugni blanc";"grappe1";"1";"203";"grappe1-1";"grappe1";"22.07.22";203;"V";"Ugni blanc";"grappe1-1.sam";NA;599,985507566534;"1";"Ugni blanc-grappe1-1";"grappe1-1";285,595978443396;314,389529123138;551,71106284396;1,34671645199155;168,135717249;176,167791075191;353,336565130972;1,06044846902617;1,53779505365405
"29";"grappe1.1.24.08.22_2387";"grappe1.1.24.08.22";2387;"Ugni blanc-grappe1-1-236-2387";"Ugni blanc";"grappe1";"1";"236";"grappe1-1";"grappe1";"24.08.22";236;"V";"Ugni blanc";"grappe1-1.sam";NA;1107,77850494417;"1";"Ugni blanc-grappe1-1";"grappe1-1";539,978182610112;567,80032233406;1128,33028590772;1,17220746855318;44,4161994941571;154,308267678701;236,581082853414;0,515883885978476;1,84631648793546
"30";"grappe1.1.24.08.22_2512";"grappe1.1.24.08.22";2512;"Ugni blanc-grappe1-1-236-2512";"Ugni blanc";"grappe1";"1";"236";"grappe1-1";"grappe1";"24.08.22";236;"V";"Ugni blanc";"grappe1bis-1.sam";NA;937,176702451112;"1";"Ugni blanc-grappe1-1";"grappe1bis-1";499,800868057496;437,375834393616;941,28451530835;1,12649750705035;62,8832293001945;160,249652909622;347,244454948864;0,630920320605736;1,70196084323925
"33";"grappe1.1.25.07.22_2494";"grappe1.1.25.07.22";2494;"Ugni blanc-grappe1-1-206-2494";"Ugni blanc";"grappe1";"1";"206";"grappe1-1";"grappe1";"25.07.22";206;"V";"Ugni blanc";"grappe1-1.sam";NA;650,562374586323;"1";"Ugni blanc-grappe1-1";"grappe1-1";348,61108905112;301,951285535202;508,233678956394;1,28336403311306;110,82084641948;169,486503936176;827,574460453902;1,16290455105738;1,63422002214478
"34";"grappe1.1.25.07.22_2486";"grappe1.1.25.07.22";2486;"Ugni blanc-grappe1-1-206-2486";"Ugni blanc";"grappe1";"1";"206";"grappe1-1";"grappe1";"25.07.22";206;"V";"Ugni blanc";"grappe1bis-1.sam";NA;612,768218385685;"1";"Ugni blanc-grappe1-1";"grappe1bis-1";401,950112176086;210,818106209598;550,531145686279;1,19441070995812;115,890828790556;150,869791405905;1155,51486163068;0,882175937407846;1,57831005675012
"37";"grappe1.1.27.07.22_2503";"grappe1.1.27.07.22";2503;"Ugni blanc-grappe1-1-208-2503";"Ugni blanc";"grappe1";"1";"208";"grappe1-1";"grappe1";"27.07.22";208;"V";"Ugni blanc";"grappe1-1.sam";NA;662,96181143366;"1";"Ugni blanc-grappe1-1";"grappe1-1";365,605040180799;297,356771252861;569,056719762632;1,15644334383559;67,9154421256375;150,971771153961;279,979825273399;0,427451439629012;1,41075875520041
"40";"grappe1.1.29.07.22_2388";"grappe1.1.29.07.22";2388;"Ugni blanc-grappe1-1-210-2388";"Ugni blanc";"grappe1";"1";"210";"grappe1-1";"grappe1";"29.07.22";210;"V";"Ugni blanc";"grappe1-1.sam";NA;882,501019818696;"1";"Ugni blanc-grappe1-1";"grappe1-1";428,484642554676;454,01637726402;1001,72581702976;1,26350979483726;83,0468101336434;156,992643579942;40,9126033176069;0,513113417390132;1,77259456189092
"41";"grappe1.10.22.07.22_2469";"grappe1.10.22.07.22";2469;"Ugni blanc-grappe1-10-203-2469";"Ugni blanc";"grappe1";"10";"203";"grappe1-10";"grappe1";"22.07.22";203;"V";"Ugni blanc";"grappe1-10.sam";NA;535,287604309351;"10";"Ugni blanc-grappe1-10";"grappe1-10";290,547342076095;244,740262233255;378,372256678191;1,23035124171799;173,296009893111;169,827574587327;459,785531930902;0,994878904815952;1,59828773526159
"42";"grappe1.2.01.08.22_2500";"grappe1.2.01.08.22";2500;"Ugni blanc-grappe1-2-213-2500";"Ugni blanc";"grappe1";"2";"213";"grappe1-2";"grappe1";"01.08.22";213;"V";"Ugni blanc";"grappe1-2.sam";NA;1063,50760481822;"2";"Ugni blanc-grappe1-2";"grappe1-2";546,870366662666;516,637238155559;930,298122396449;0,934501338937591;36,2587846650071;136,416286192962;348,888190274629;-0,0855537853423994;1,6491607225846
"43";"grappe1.2.01.08.22_2462";"grappe1.2.01.08.22";2462;"Ugni blanc-grappe1-2-213-2462";"Ugni blanc";"grappe1";"2";"213";"grappe1-2";"grappe1";"01.08.22";213;"V";"Ugni blanc";"grappe1bis-2.sam";NA;948,414280238039;"2";"Ugni blanc-grappe1-2";"grappe1bis-2";483,852628398485;464,561651839554;849,067189116056;1,13688373780358;43,4979398579668;133,447726537031;418,606671599178;0,412086039580679;1,72448656701134
"47";"grappe1.2.03.08.22_2522";"grappe1.2.03.08.22";2522;"Ugni blanc-grappe1-2-215-2522";"Ugni blanc";"grappe1";"2";"215";"grappe1-2";"grappe1";"03.08.22";215;"V";"Ugni blanc";"grappe1-2.sam";NA;873,425383652341;"2";"Ugni blanc-grappe1-2";"grappe1-2";515,290204920271;358,13517873207;831,757644215298;1,12629086544697;57,4709659324324;145,667324833641;798,932875676418;0,478282856834483;1,70207863920028
"49";"grappe1.2.05.08.22_2370";"grappe1.2.05.08.22";2370;"Ugni blanc-grappe1-2-217-2370";"Ugni blanc";"grappe1";"2";"217";"grappe1-2";"grappe1";"05.08.22";217;"V";"Ugni blanc";"grappe1-2.sam";NA;1190,95560440231;"2";"Ugni blanc-grappe1-2";"grappe1-2";692,936093772981;498,019510629331;907,926684302457;1,09146736957275;13,7976942699573;147,592017681555;367,655623155661;-0,253789726516174;1,96217896392996
"50";"grappe1.2.08.07.22_2353";"grappe1.2.08.07.22";2353;"Ugni blanc-grappe1-2-189-2353";"Ugni blanc";"grappe1";"2";"189";"grappe1-2";"grappe1";"08.07.22";189;"NV";"Ugni blanc";"grappe1-2.sam";NA;51,9124187417308;"2";"Ugni blanc-grappe1-2";"grappe1-2";43,6135744556768;8,29884428605396;130,882288009393;2,07145698093872;239,815232399065;180,635087742175;976,768028527376;1,46679207083114;1,42720557919719
"51";"grappe1.2.08.08.22_2418";"grappe1.2.08.08.22";2418;"Ugni blanc-grappe1-2-220-2418";"Ugni blanc";"grappe1";"2";"220";"grappe1-2";"grappe1";"08.08.22";220;"V";"Ugni blanc";"grappe1bis-2.sam";NA;1059,31217248185;"2";"Ugni blanc-grappe1-2";"grappe1bis-2";552,049516479146;507,262656002706;1046,27107055044;0,810502617730625;66,796793601885;138,383248919056;692,777684991908;0,460790380559815;1,82364954428682
"52";"grappe1.2.08.08.22_2402";"grappe1.2.08.08.22";2402;"Ugni blanc-grappe1-2-220-2402";"Ugni blanc";"grappe1";"2";"220";"grappe1-2";"grappe1";"08.08.22";220;"V";"Ugni blanc";"grappe1-2.sam";NA;1255,87879012063;"2";"Ugni blanc-grappe1-2";"grappe1-2";585,918718352504;669,960071768128;1243,96617177928;0,94016209212549;60,3619292270992;144,493594042709;372,862306072058;0,360333074524779;1,63552311553221
"56";"grappe1.2.10.08.22_2375";"grappe1.2.10.08.22";2375;"Ugni blanc-grappe1-2-222-2375";"Ugni blanc";"grappe1";"2";"222";"grappe1-2";"grappe1";"10.08.22";222;"V";"Ugni blanc";"grappe1-2.sam";NA;1310,61979629467;"2";"Ugni blanc-grappe1-2";"grappe1-2";640,328987659057;670,290808635618;1133,83185995872;1,21880829312752;37,6052340155396;140,842352930705;242,004221447354;-0,0888129197086917;2,03099810572156
"57";"grappe1.2.11.07.22_2507";"grappe1.2.11.07.22";2507;"Ugni blanc-grappe1-2-192-2507";"Ugni blanc";"grappe1";"2";"192";"grappe1-2";"grappe1";"11.07.22";192;"NV";"Ugni blanc";"grappe1-2.sam";NA;413,025408549684;"2";"Ugni blanc-grappe1-2";"grappe1-2";157,858757620684;255,166650929;519,452129076372;1,82972595445012;269,28122171819;194,348945042163;1105,50976292075;1,45059188368549;1,39414911902681
"59";"grappe1.2.12.08.22_2457";"grappe1.2.12.08.22";2457;"Ugni blanc-grappe1-2-224-2457";"Ugni blanc";"grappe1";"2";"224";"grappe1-2";"grappe1";"12.08.22";224;"V";"Ugni blanc";"grappe1-2.sam";NA;1412,48332138657;"2";"Ugni blanc-grappe1-2";"grappe1-2";822,04592883816;590,437392548413;1075,14736447766;1,10612031178604;-23,2290073294464;145,936281675969;524,26756462724;-0,507335068033315;1,68020282893093
"60";"grappe1.2.13.07.22_2443";"grappe1.2.13.07.22";2443;"Ugni blanc-grappe1-2-194-2443";"Ugni blanc";"grappe1";"2";"194";"grappe1-2";"grappe1";"13.07.22";194;"NV";"Ugni blanc";"grappe1-2.sam";NA;308,925064697483;"2";"Ugni blanc-grappe1-2";"grappe1-2";188,64862028729;120,276444410193;286,375683045217;1,78795603657441;166,112473322191;169,933100916267;1045,67910666205;0,961773650574287;1,26098925548348
"61";"grappe1.2.15.07.22_2516";"grappe1.2.15.07.22";2516;"Ugni blanc-grappe1-2-196-2516";"Ugni blanc";"grappe1";"2";"196";"grappe1-2";"grappe1";"15.07.22";196;"NV";"Ugni blanc";"grappe1-2.sam";NA;214,733198885858;"2";"Ugni blanc-grappe1-2";"grappe1-2";126,06243500183;88,6707638840282;223,87582094233;1,77002454763317;167,670166852466;164,338144499923;999,272930386313;1,55737322560867;1,80822690534699
"63";"grappe1.2.18.07.22_2527";"grappe1.2.18.07.22";2527;"Ugni blanc-grappe1-2-199-2527";"Ugni blanc";"grappe1";"2";"199";"grappe1-2";"grappe1";"18.07.22";199;"V";"Ugni blanc";"grappe1-2.sam";NA;354,795565216777;"2";"Ugni blanc-grappe1-2";"grappe1-2";276,351347872265;78,4442173445121;199,414448936823;1,28722126396268;137,289305783889;160,092396774135;824,483847712844;0,935738638455942;1,4600834100376
"66";"grappe1.2.19.08.22_2514";"grappe1.2.19.08.22";2514;"Ugni blanc-grappe1-2-231-2514";"Ugni blanc";"grappe1";"2";"231";"grappe1-2";"grappe1";"19.08.22";231;"V";"Ugni blanc";"grappe1-2.sam";NA;1324,48215195231;"2";"Ugni blanc-grappe1-2";"grappe1-2";707,241990748282;617,240161204032;1162,6481734888;1,08287305408015;43,0159501919388;153,986695160754;717,191461289894;0,273747062267507;1,70949523133017
"67";"grappe1.2.20.07.22_2490";"grappe1.2.20.07.22";2490;"Ugni blanc-grappe1-2-201-2490";"Ugni blanc";"grappe1";"2";"201";"grappe1-2";"grappe1";"20.07.22";201;"V";"Ugni blanc";"grappe1-2.sam";NA;554,148519206957;"2";"Ugni blanc-grappe1-2";"grappe1-2";363,041234434179;191,107284772779;467,870169589421;1,29681230272326;85,8412856628854;164,416253835588;616,240627634033;0,647313956779181;1,90536426406523
"69";"grappe1.2.24.08.22_2513";"grappe1.2.24.08.22";2513;"Ugni blanc-grappe1-2-236-2513";"Ugni blanc";"grappe1";"2";"236";"grappe1-2";"grappe1";"24.08.22";236;"V";"Ugni blanc";"grappe1bis-2.sam";NA;1131,8771438016;"2";"Ugni blanc-grappe1-2";"grappe1bis-2";544,718093333169;587,159050468433;1159,81605018127;0,805906252667062;37,2002888870874;146,734976826997;-40,0828524743138;0,284340499826863;1,99932858839311
"70";"grappe1.2.24.08.22_2429";"grappe1.2.24.08.22";2429;"Ugni blanc-grappe1-2-236-2429";"Ugni blanc";"grappe1";"2";"236";"grappe1-2";"grappe1";"24.08.22";236;"V";"Ugni blanc";"grappe1-2.sam";NA;1300,35240002887;"2";"Ugni blanc-grappe1-2";"grappe1-2";559,158201849214;741,194198179656;1544,70159072145;0,94134050752955;16,4815457844486;138,130476648058;-212,301559589065;0,473447808955195;2,21421000612647
"73";"grappe1.2.25.07.22_2487";"grappe1.2.25.07.22";2487;"Ugni blanc-grappe1-2-206-2487";"Ugni blanc";"grappe1";"2";"206";"grappe1-2";"grappe1";"25.07.22";206;"V";"Ugni blanc";"grappe1bis-2.sam";NA;906,700309561049;"2";"Ugni blanc-grappe1-2";"grappe1bis-2";514,321251713032;392,379057848017;842,46328345276;1,06642072471784;96,6925552683388;144,918182055787;1212,32604957081;0,693219999197858;1,80909454862307
"74";"grappe1.2.25.07.22_2495";"grappe1.2.25.07.22";2495;"Ugni blanc-grappe1-2-206-2495";"Ugni blanc";"grappe1";"2";"206";"grappe1-2";"grappe1";"25.07.22";206;"V";"Ugni blanc";"grappe1-2.sam";NA;930,204222765535;"2";"Ugni blanc-grappe1-2";"grappe1-2";498,412800069311;431,791422696224;655,412966329527;1,07788197177916;79,0657562111714;143,727377826367;736,759365521638;0,851677198365229;2,15619190405543
"77";"grappe1.2.27.07.22_2504";"grappe1.2.27.07.22";2504;"Ugni blanc-grappe1-2-208-2504";"Ugni blanc";"grappe1";"2";"208";"grappe1-2";"grappe1";"27.07.22";208;"V";"Ugni blanc";"grappe1-2.sam";NA;717,185109701353;"2";"Ugni blanc-grappe1-2";"grappe1-2";387,233801126901;329,951308574453;885,175133998396;0,997231549657035;68,9721335558181;140,057883206278;52,8330367138925;0,475316098191098;1,98636437036058
"80";"grappe1.2.29.07.22_2389";"grappe1.2.29.07.22";2389;"Ugni blanc-grappe1-2-210-2389";"Ugni blanc";"grappe1";"2";"210";"grappe1-2";"grappe1";"29.07.22";210;"V";"Ugni blanc";"grappe1-2.sam";NA;1170,84760938201;"2";"Ugni blanc-grappe1-2";"grappe1-2";556,681935868663;614,165673513347;1585,48243703554;1,10938831786693;70,1108603314127;148,203490375661;-55,6693508666316;0,327809729885833;2,23803937557296
"81";"grappe1.3.01.08.22_2463";"grappe1.3.01.08.22";2463;"Ugni blanc-grappe1-3-213-2463";"Ugni blanc";"grappe1";"3";"213";"grappe1-3";"grappe1";"01.08.22";213;"V";"Ugni blanc";"grappe1bis-3.sam";NA;899,655251221483;"3";"Ugni blanc-grappe1-3";"grappe1bis-3";445,407782664083;454,247468557399;855,683360719969;1,051650605627;35,0784974715897;134,797032630116;176,32951731495;0,4902849380046;1,76429447390422
"82";"grappe1.3.01.08.22_2510";"grappe1.3.01.08.22";2510;"Ugni blanc-grappe1-3-213-2510";"Ugni blanc";"grappe1";"3";"213";"grappe1-3";"grappe1";"01.08.22";213;"V";"Ugni blanc";"grappe1-3.sam";NA;975,803121538928;"3";"Ugni blanc-grappe1-3";"grappe1-3";523,785170275309;452,017951263619;834,974426339151;0,912543741482347;23,1377817358259;135,537375570078;481,10402666098;0,158951647100065;1,56615517670432
"85";"grappe1.3.03.08.22_2530";"grappe1.3.03.08.22";2530;"Ugni blanc-grappe1-3-215-2530";"Ugni blanc";"grappe1";"3";"215";"grappe1-3";"grappe1";"03.08.22";215;"V";"Ugni blanc";"grappe1-3.sam";NA;993,438602446665;"3";"Ugni blanc-grappe1-3";"grappe1-3";569,756115224843;423,682487221821;626,797326676162;1,10116971658878;38,4307750671017;144,085317533355;792,841152060401;0,440017848645108;1,65536271624148
"87";"grappe1.3.05.08.22_2371";"grappe1.3.05.08.22";2371;"Ugni blanc-grappe1-3-217-2371";"Ugni blanc";"grappe1";"3";"217";"grappe1-3";"grappe1";"05.08.22";217;"V";"Ugni blanc";"grappe1-3.sam";NA;958,902750234309;"3";"Ugni blanc-grappe1-3";"grappe1-3";552,455013008539;406,44773722577;680,692115038719;0,974724779387649;-16,2257964441181;133,206940614931;322,26785895329;-0,135794087039153;1,88872674970181
"88";"grappe1.3.08.07.22_2354";"grappe1.3.08.07.22";2354;"Ugni blanc-grappe1-3-189-2354";"Ugni blanc";"grappe1";"3";"189";"grappe1-3";"grappe1";"08.07.22";189;"NV";"Ugni blanc";"grappe1-3.sam";NA;0;"3";"Ugni blanc-grappe1-3";"grappe1-3";53,9637863029484;-90,8767489960987;-3,58619468871609;2,00699964949124;227,432513611662;170,334713486882;974,767887661161;1,42909116052901;1,48773660778489
"89";"grappe1.3.08.08.22_2403";"grappe1.3.08.08.22";2403;"Ugni blanc-grappe1-3-220-2403";"Ugni blanc";"grappe1";"3";"220";"grappe1-3";"grappe1";"08.08.22";220;"V";"Ugni blanc";"grappe1-3.sam";NA;1197,84305798151;"3";"Ugni blanc-grappe1-3";"grappe1-3";601,410656385916;596,432401595597;1215,95591674584;0,817885241083193;49,4687406857058;141,716221527581;953,736090757179;0,235662428896428;1,79549318852073
"90";"grappe1.3.08.08.22_2419";"grappe1.3.08.08.22";2419;"Ugni blanc-grappe1-3-220-2419";"Ugni blanc";"grappe1";"3";"220";"grappe1-3";"grappe1";"08.08.22";220;"V";"Ugni blanc";"grappe1bis-3.sam";NA;996,880156981473;"3";"Ugni blanc-grappe1-3";"grappe1bis-3";524,366415112549;472,513741868924;962,831058627314;0,769083627734701;61,5861608170511;142,496246456816;517,509400724201;0,382866048744083;1,46461928082001
"94";"grappe1.3.10.08.22_2376";"grappe1.3.10.08.22";2376;"Ugni blanc-grappe1-3-222-2376";"Ugni blanc";"grappe1";"3";"222";"grappe1-3";"grappe1";"10.08.22";222;"V";"Ugni blanc";"grappe1-3.sam";NA;1053,79474536974;"3";"Ugni blanc-grappe1-3";"grappe1-3";571,082632466178;482,712112903564;802,174411657725;1,1508593217409;27,3078935806385;140,843529912051;475,239870838979;-0,106607095192071;1,90900151074304
"95";"grappe1.3.11.07.22_2508";"grappe1.3.11.07.22";2508;"Ugni blanc-grappe1-3-192-2508";"Ugni blanc";"grappe1";"3";"192";"grappe1-3";"grappe1";"11.07.22";192;"NV";"Ugni blanc";"grappe1-3.sam";NA;364,042803847773;"3";"Ugni blanc-grappe1-3";"grappe1-3";106,154745308358;257,888058539416;486,879198579822;1,83949337868227;254,376479440047;192,465318103339;1071,13843791561;1,63284520353948;1,40976626460438
"97";"grappe1.3.12.08.22_2458";"grappe1.3.12.08.22";2458;"Ugni blanc-grappe1-3-224-2458";"Ugni blanc";"grappe1";"3";"224";"grappe1-3";"grappe1";"12.08.22";224;"V";"Ugni blanc";"grappe1-3.sam";NA;1234,73481865766;"3";"Ugni blanc-grappe1-3";"grappe1-3";739,849520403274;494,885298254387;829,941204752169;0,992681098191608;-25,4805098822752;148,317814562246;440,782599800124;-0,51469022783419;1,54063412851047
"98";"grappe1.3.13.07.22_2444";"grappe1.3.13.07.22";2444;"Ugni blanc-grappe1-3-194-2444";"Ugni blanc";"grappe1";"3";"194";"grappe1-3";"grappe1";"13.07.22";194;"V";"Ugni blanc";"grappe1-3.sam";NA;454,840390571175;"3";"Ugni blanc-grappe1-3";"grappe1-3";238,79225324866;216,048137322515;382,789191089966;1,84585917855564;183,251871394642;161,044697651141;1071,87785207001;1,30577265217785;1,37471550901133
"99";"grappe1.3.15.07.22_2498";"grappe1.3.15.07.22";2498;"Ugni blanc-grappe1-3-196-2498";"Ugni blanc";"grappe1";"3";"196";"grappe1-3";"grappe1";"15.07.22";196;"NV";"Ugni blanc";"grappe1-3.sam";NA;90,2893838937589;"3";"Ugni blanc-grappe1-3";"grappe1-3";56,7213128189466;33,5680710748123;173,300710673246;1,95552250463509;197,012193650385;171,749529979221;1086,30604214682;1,85381062912133;1,5719146475077
"100";"grappe1.3.17.08.22_2437";"grappe1.3.17.08.22";2437;"Ugni blanc-grappe1-3-229-2437";"Ugni blanc";"grappe1";"3";"229";"grappe1-3";"grappe1";"17.08.22";229;"V";"Ugni blanc";"grappe1-3.sam";NA;1167,85855812657;"3";"Ugni blanc-grappe1-3";"grappe1-3";699,906227387115;467,952330739458;966,877290952543;0,230146063036243;-114,87853088216;142,076721186171;-445,641381398265;-0,0092324147485966;1,66528143828215
"101";"grappe1.3.18.07.22_2517";"grappe1.3.18.07.22";2517;"Ugni blanc-grappe1-3-199-2517";"Ugni blanc";"grappe1";"3";"199";"grappe1-3";"grappe1";"18.07.22";199;"NV";"Ugni blanc";"grappe1-3.sam";NA;55,3535390556373;"3";"Ugni blanc-grappe1-3";"grappe1-3";130,933243803554;-75,5797047479165;0,741685084744859;1,66675239393462;201,91556739913;164,578252657412;974,516930565123;1,43803595427025;1,46916868206606
