"";"cépage";"echantillon";"date_sp";"malate";"tartrate";"glucose";"fructose";"shikimate";"somme_GF";"rapport_GF";"rapport_MT";"Notes";"Berry";"DateDOY";"poids_baie";"millesime";"couleur";"NIRS.908.1";"NIRS.914.294";"NIRS.920.489";"NIRS.926.683";"NIRS.932.877";"NIRS.939.072";"NIRS.945.266";"NIRS.951.46";"NIRS.957.655";"NIRS.963.849";"NIRS.970.044";"NIRS.976.238";"NIRS.982.432";"NIRS.988.627";"NIRS.994.821";"NIRS.1001.015";"NIRS.1007.21";"NIRS.1013.404";"NIRS.1019.598";"NIRS.1025.793";"NIRS.1031.987";"NIRS.1038.181";"NIRS.1044.376";"NIRS.1050.57";"NIRS.1056.764";"NIRS.1062.959";"NIRS.1069.153";"NIRS.1075.348";"NIRS.1081.542";"NIRS.1087.736";"NIRS.1093.931";"NIRS.1100.125";"NIRS.1106.319";"NIRS.1112.514";"NIRS.1118.708";"NIRS.1124.902";"NIRS.1131.097";"NIRS.1137.291";"NIRS.1143.485";"NIRS.1149.68";"NIRS.1155.874";"NIRS.1162.069";"NIRS.1168.263";"NIRS.1174.457";"NIRS.1180.652";"NIRS.1186.846";"NIRS.1193.04";"NIRS.1199.235";"NIRS.1205.429";"NIRS.1211.623";"NIRS.1217.818";"NIRS.1224.012";"NIRS.1230.206";"NIRS.1236.401";"NIRS.1242.595";"NIRS.1248.789";"NIRS.1254.984";"NIRS.1261.178";"NIRS.1267.373";"NIRS.1273.567";"NIRS.1279.761";"NIRS.1285.956";"NIRS.1292.15";"NIRS.1298.344";"NIRS.1304.539";"NIRS.1310.733";"NIRS.1316.927";"NIRS.1323.122";"NIRS.1329.316";"NIRS.1335.51";"NIRS.1341.705";"NIRS.1347.899";"NIRS.1354.094";"NIRS.1360.288";"NIRS.1366.482";"NIRS.1372.677";"NIRS.1378.871";"NIRS.1385.065";"NIRS.1391.26";"NIRS.1397.454";"NIRS.1403.648";"NIRS.1409.843";"NIRS.1416.037";"NIRS.1422.231";"NIRS.1428.426";"NIRS.1434.62";"NIRS.1440.814";"NIRS.1447.009";"NIRS.1453.203";"NIRS.1459.398";"NIRS.1465.592";"NIRS.1471.786";"NIRS.1477.981";"NIRS.1484.175";"NIRS.1490.369";"NIRS.1496.564";"NIRS.1502.758";"NIRS.1508.952";"NIRS.1515.147";"NIRS.1521.341";"NIRS.1527.535";"NIRS.1533.73";"NIRS.1539.924";"NIRS.1546.119";"NIRS.1552.313";"NIRS.1558.507";"NIRS.1564.702";"NIRS.1570.896";"NIRS.1577.09";"NIRS.1583.285";"NIRS.1589.479";"NIRS.1595.673";"NIRS.1601.868";"NIRS.1608.062";"NIRS.1614.256";"NIRS.1620.451";"NIRS.1626.645";"NIRS.1632.839";"NIRS.1639.034";"NIRS.1645.228";"NIRS.1651.423";"NIRS.1657.617";"NIRS.1663.811";"NIRS.1670.006";"NIRS.1676.2"
"381";"morrastel";"Etalon8-80";2022-08-24; 21.7640490;144.60127; 774.64414; 652.530692; 212.53965;1427.17483;1.1871382; 0.150510778;"fripée";"80";236;0.7370;"2022";"rouge"; 2.629720e-01; 2.594960e-01; 2.582460e-01; 2.494190e-01; 2.370440e-01; 2.348510e-01; 2.335050e-01; 2.369730e-01; 2.436380e-01; 2.567170e-01; 2.702230e-01; 2.787720e-01; 2.903430e-01; 2.962110e-01; 2.958150e-01; 2.904810e-01; 2.833850e-01; 2.772210e-01; 2.691450e-01; 2.620800e-01; 2.553320e-01; 2.489700e-01; 2.436990e-01; 2.392730e-01; 2.341100e-01; 2.314350e-01; 2.286820e-01; 2.268150e-01; 2.257520e-01; 2.242260e-01; 2.224480e-01; 2.210960e-01; 2.191640e-01; 2.152900e-01; 2.131120e-01; 2.139740e-01; 2.179200e-01; 2.241300e-01; 2.296680e-01; 2.352920e-01; 2.435630e-01; 2.521550e-01; 2.578260e-01; 2.602220e-01; 2.609380e-01; 2.621490e-01; 2.632900e-01; 2.631460e-01; 2.630310e-01; 2.634470e-01; 2.639030e-01; 2.640020e-01; 2.639760e-01; 2.637250e-01; 2.627140e-01; 2.611660e-01; 2.587690e-01; 2.553360e-01; 2.542150e-01; 2.547350e-01; 2.560610e-01; 2.563530e-01; 2.561490e-01; 2.553640e-01; 2.544330e-01; 2.538670e-01; 2.539600e-01; 2.539990e-01; 2.537130e-01; 2.540640e-01; 2.540530e-01; 2.536310e-01; 2.537920e-01; 2.547930e-01; 2.562560e-01; 2.579380e-01; 2.597920e-01; 2.617410e-01; 2.634510e-01; 2.647240e-01; 2.653880e-01; 2.657650e-01; 2.660060e-01; 2.661850e-01; 2.660060e-01; 2.658720e-01; 2.658530e-01; 2.657140e-01; 2.660700e-01; 2.661140e-01; 2.658030e-01; 2.656790e-01; 2.657110e-01; 2.660090e-01; 2.667060e-01; 2.675030e-01; 2.682200e-01; 2.691640e-01; 2.697420e-01; 2.701750e-01; 2.705720e-01; 2.709830e-01; 2.710020e-01; 2.711790e-01; 2.711810e-01; 2.711220e-01; 2.708020e-01; 2.703260e-01; 2.701190e-01; 2.700830e-01; 2.700960e-01; 2.698960e-01; 2.697030e-01; 2.694410e-01; 2.693740e-01; 2.694260e-01; 2.692000e-01; 2.690330e-01; 2.688120e-01; 2.684510e-01; 2.682620e-01; 2.680950e-01; 2.679180e-01; 2.678780e-01; 2.676560e-01
"382";"morrastel";"Etalon8-81";2022-08-24; 42.6950361;218.73440;1216.03537;1002.867140; 555.24740;2218.90251;1.2125588; 0.195191230;"morte";"81";236;0.4750;"2022";"rouge"; 2.631600e-01; 2.596530e-01; 2.557310e-01; 2.359080e-01; 2.161570e-01; 2.083350e-01; 2.019560e-01; 2.030900e-01; 2.059840e-01; 2.144800e-01; 2.256380e-01; 2.319250e-01; 2.423580e-01; 2.482080e-01; 2.480050e-01; 2.440180e-01; 2.378890e-01; 2.320320e-01; 2.252810e-01; 2.185580e-01; 2.130270e-01; 2.075980e-01; 2.022250e-01; 1.982620e-01; 1.943060e-01; 1.910530e-01; 1.879590e-01; 1.857350e-01; 1.836280e-01; 1.814180e-01; 1.786830e-01; 1.762480e-01; 1.737140e-01; 1.701020e-01; 1.678560e-01; 1.685420e-01; 1.719930e-01; 1.777570e-01; 1.841530e-01; 1.914870e-01; 2.012930e-01; 2.111500e-01; 2.179910e-01; 2.219080e-01; 2.239160e-01; 2.263580e-01; 2.285590e-01; 2.290090e-01; 2.292670e-01; 2.294130e-01; 2.293210e-01; 2.286500e-01; 2.277840e-01; 2.269250e-01; 2.254510e-01; 2.237930e-01; 2.216120e-01; 2.183950e-01; 2.170320e-01; 2.172110e-01; 2.177070e-01; 2.177570e-01; 2.175350e-01; 2.171960e-01; 2.171460e-01; 2.176570e-01; 2.191740e-01; 2.212270e-01; 2.233080e-01; 2.262730e-01; 2.289390e-01; 2.310540e-01; 2.333590e-01; 2.362680e-01; 2.392550e-01; 2.424100e-01; 2.464360e-01; 2.514940e-01; 2.572120e-01; 2.626710e-01; 2.668580e-01; 2.698270e-01; 2.718050e-01; 2.729400e-01; 2.737050e-01; 2.741140e-01; 2.742190e-01; 2.741790e-01; 2.746420e-01; 2.747050e-01; 2.744760e-01; 2.744120e-01; 2.742880e-01; 2.744650e-01; 2.749300e-01; 2.757100e-01; 2.762540e-01; 2.769070e-01; 2.773090e-01; 2.775860e-01; 2.778370e-01; 2.779660e-01; 2.780190e-01; 2.779320e-01; 2.778490e-01; 2.776390e-01; 2.773170e-01; 2.767510e-01; 2.764580e-01; 2.761980e-01; 2.759820e-01; 2.756830e-01; 2.753580e-01; 2.747310e-01; 2.745120e-01; 2.743270e-01; 2.739060e-01; 2.734690e-01; 2.729140e-01; 2.724920e-01; 2.721980e-01; 2.718910e-01; 2.715390e-01; 2.712490e-01; 2.709880e-01
"383";"morrastel";"Etalon6-22";2022-08-11; 41.2833472;227.55818; 955.59104; 799.487768; 276.08190;1755.07881;1.1952541; 0.181418864;"morrastel";"22";223;0.9350;"2022";"rouge"; 2.384997e-01; 2.331271e-01; 2.282086e-01; 2.213075e-01; 2.162709e-01; 2.121841e-01; 2.100975e-01; 2.112446e-01; 2.126986e-01; 2.146102e-01; 2.169128e-01; 2.168323e-01; 2.176760e-01; 2.176100e-01; 2.165083e-01; 2.146050e-01; 2.127526e-01; 2.105997e-01; 2.084674e-01; 2.054158e-01; 2.039116e-01; 2.026297e-01; 2.010466e-01; 1.992627e-01; 1.978092e-01; 1.972578e-01; 1.965349e-01; 1.967486e-01; 1.968525e-01; 1.968574e-01; 1.971361e-01; 1.979542e-01; 1.991173e-01; 1.997874e-01; 2.005873e-01; 2.029868e-01; 2.076125e-01; 2.137988e-01; 2.205464e-01; 2.271623e-01; 2.323468e-01; 2.358025e-01; 2.378517e-01; 2.391726e-01; 2.402062e-01; 2.410392e-01; 2.417066e-01; 2.421985e-01; 2.421553e-01; 2.418947e-01; 2.414349e-01; 2.404854e-01; 2.396942e-01; 2.387706e-01; 2.380138e-01; 2.373822e-01; 2.366086e-01; 2.359635e-01; 2.358255e-01; 2.359202e-01; 2.362667e-01; 2.371232e-01; 2.381670e-01; 2.394104e-01; 2.412226e-01; 2.435394e-01; 2.462870e-01; 2.491885e-01; 2.522737e-01; 2.555338e-01; 2.582346e-01; 2.605498e-01; 2.625276e-01; 2.644838e-01; 2.665232e-01; 2.688073e-01; 2.717149e-01; 2.747831e-01; 2.771565e-01; 2.790070e-01; 2.802117e-01; 2.810224e-01; 2.817039e-01; 2.821067e-01; 2.824462e-01; 2.824664e-01; 2.826837e-01; 2.826850e-01; 2.828527e-01; 2.827018e-01; 2.827128e-01; 2.826910e-01; 2.824843e-01; 2.823921e-01; 2.824755e-01; 2.823487e-01; 2.824326e-01; 2.824638e-01; 2.823144e-01; 2.822242e-01; 2.821476e-01; 2.820416e-01; 2.818342e-01; 2.817189e-01; 2.814923e-01; 2.811730e-01; 2.810463e-01; 2.806959e-01; 2.805620e-01; 2.804564e-01; 2.803173e-01; 2.799504e-01; 2.797318e-01; 2.794517e-01; 2.792044e-01; 2.792806e-01; 2.789390e-01; 2.787786e-01; 2.784955e-01; 2.783038e-01; 2.780951e-01; 2.778996e-01; 2.778127e-01; 2.778729e-01; 2.779399e-01
"384";"morrastel";"Etalon8-84";2022-08-24; 32.1067913;292.58695;1306.33558;1117.707737; 200.87977;2424.04332;1.1687631; 0.109734189;"morte";"84";236;0.5410;"2022";"rouge"; 2.483720e-01; 2.416710e-01; 2.376510e-01; 2.279180e-01; 2.186710e-01; 2.120980e-01; 2.077900e-01; 2.054630e-01; 2.075660e-01; 2.126270e-01; 2.178550e-01; 2.194360e-01; 2.225710e-01; 2.248660e-01; 2.224840e-01; 2.187770e-01; 2.157030e-01; 2.114590e-01; 2.059520e-01; 2.015390e-01; 1.977340e-01; 1.938820e-01; 1.908960e-01; 1.877990e-01; 1.853090e-01; 1.835470e-01; 1.817870e-01; 1.803950e-01; 1.796730e-01; 1.794310e-01; 1.794770e-01; 1.797560e-01; 1.803540e-01; 1.808200e-01; 1.817720e-01; 1.839560e-01; 1.875080e-01; 1.927830e-01; 1.992290e-01; 2.063150e-01; 2.136140e-01; 2.202300e-01; 2.248710e-01; 2.274220e-01; 2.290060e-01; 2.305700e-01; 2.320090e-01; 2.322910e-01; 2.324250e-01; 2.325070e-01; 2.321030e-01; 2.314080e-01; 2.304590e-01; 2.293840e-01; 2.283300e-01; 2.270480e-01; 2.254760e-01; 2.237710e-01; 2.228350e-01; 2.229830e-01; 2.235030e-01; 2.238170e-01; 2.240440e-01; 2.243560e-01; 2.249590e-01; 2.262060e-01; 2.281650e-01; 2.303560e-01; 2.325560e-01; 2.354280e-01; 2.379140e-01; 2.401680e-01; 2.423960e-01; 2.447630e-01; 2.472080e-01; 2.500960e-01; 2.537070e-01; 2.581380e-01; 2.629630e-01; 2.673250e-01; 2.703080e-01; 2.727310e-01; 2.740240e-01; 2.747410e-01; 2.750730e-01; 2.751730e-01; 2.751410e-01; 2.752150e-01; 2.752780e-01; 2.752000e-01; 2.749630e-01; 2.748790e-01; 2.747880e-01; 2.746250e-01; 2.747490e-01; 2.750220e-01; 2.752570e-01; 2.753820e-01; 2.754210e-01; 2.754190e-01; 2.753940e-01; 2.754090e-01; 2.751120e-01; 2.751150e-01; 2.748460e-01; 2.746230e-01; 2.743050e-01; 2.739560e-01; 2.735500e-01; 2.733440e-01; 2.731860e-01; 2.728770e-01; 2.725630e-01; 2.722360e-01; 2.719490e-01; 2.718930e-01; 2.715040e-01; 2.712410e-01; 2.709540e-01; 2.705900e-01; 2.704430e-01; 2.702400e-01; 2.699890e-01; 2.698590e-01; 2.697790e-01
"385";"morrastel";"Etalon6-27";2022-08-11; 23.1452634;152.13474; 729.08776; 612.189655; 577.85056;1341.27741;1.1909508; 0.152136607;"morrastel";"27";223;0.6340;"2022";"rouge"; 2.396844e-01; 2.356853e-01; 2.301036e-01; 2.262880e-01; 2.219246e-01; 2.194477e-01; 2.180338e-01; 2.188724e-01; 2.221990e-01; 2.236773e-01; 2.259926e-01; 2.262462e-01; 2.262691e-01; 2.262908e-01; 2.253525e-01; 2.229657e-01; 2.221903e-01; 2.204856e-01; 2.178573e-01; 2.149245e-01; 2.130490e-01; 2.119461e-01; 2.100841e-01; 2.080443e-01; 2.074085e-01; 2.067644e-01; 2.061343e-01; 2.061140e-01; 2.063956e-01; 2.067455e-01; 2.073497e-01; 2.085236e-01; 2.097589e-01; 2.108327e-01; 2.122956e-01; 2.146725e-01; 2.187627e-01; 2.248710e-01; 2.315544e-01; 2.375387e-01; 2.419922e-01; 2.449289e-01; 2.467392e-01; 2.477882e-01; 2.486216e-01; 2.494090e-01; 2.499606e-01; 2.500419e-01; 2.499911e-01; 2.498929e-01; 2.493812e-01; 2.488539e-01; 2.483533e-01; 2.478329e-01; 2.472907e-01; 2.467120e-01; 2.462515e-01; 2.457924e-01; 2.456588e-01; 2.457039e-01; 2.461018e-01; 2.469582e-01; 2.479054e-01; 2.490077e-01; 2.505462e-01; 2.523203e-01; 2.544987e-01; 2.566383e-01; 2.587702e-01; 2.611476e-01; 2.629875e-01; 2.643454e-01; 2.655046e-01; 2.668982e-01; 2.682028e-01; 2.697326e-01; 2.716701e-01; 2.737513e-01; 2.756482e-01; 2.773415e-01; 2.786385e-01; 2.795535e-01; 2.802838e-01; 2.809151e-01; 2.811109e-01; 2.813795e-01; 2.815840e-01; 2.815460e-01; 2.815602e-01; 2.815443e-01; 2.813004e-01; 2.812813e-01; 2.810874e-01; 2.808226e-01; 2.808520e-01; 2.806948e-01; 2.806075e-01; 2.806628e-01; 2.804119e-01; 2.801634e-01; 2.800408e-01; 2.797500e-01; 2.796226e-01; 2.794182e-01; 2.791726e-01; 2.787662e-01; 2.785496e-01; 2.781736e-01; 2.779562e-01; 2.778230e-01; 2.775583e-01; 2.772863e-01; 2.770548e-01; 2.767000e-01; 2.764457e-01; 2.765091e-01; 2.762031e-01; 2.760284e-01; 2.759168e-01; 2.757442e-01; 2.754528e-01; 2.751778e-01; 2.751201e-01; 2.753209e-01; 2.753719e-01
"386";"morrastel";"Etalon1-26";2022-07-08;205.8624310;160.74352; 138.69628;  43.039286;1954.46711; 181.73556;3.2225506; 1.280688836;NA;"26";189;0.7830;"2022";"rouge"; 2.642677e-01; 2.605899e-01; 2.573849e-01; 2.472419e-01; 2.317214e-01; 2.310967e-01; 2.330906e-01; 2.395589e-01; 2.510556e-01; 2.655194e-01; 2.796651e-01; 2.832864e-01; 2.877408e-01; 2.885466e-01; 2.847698e-01; 2.770076e-01; 2.684663e-01; 2.605692e-01; 2.529841e-01; 2.454470e-01; 2.381400e-01; 2.315854e-01; 2.262038e-01; 2.211659e-01; 2.169475e-01; 2.135388e-01; 2.113331e-01; 2.106430e-01; 2.097256e-01; 2.095513e-01; 2.088107e-01; 2.082206e-01; 2.071070e-01; 2.025438e-01; 1.998874e-01; 2.018537e-01; 2.095489e-01; 2.217534e-01; 2.320341e-01; 2.412029e-01; 2.519270e-01; 2.604928e-01; 2.650312e-01; 2.659376e-01; 2.656222e-01; 2.661566e-01; 2.666864e-01; 2.656551e-01; 2.645574e-01; 2.646497e-01; 2.645301e-01; 2.636948e-01; 2.631348e-01; 2.621822e-01; 2.607892e-01; 2.592776e-01; 2.570589e-01; 2.538111e-01; 2.528302e-01; 2.537096e-01; 2.555977e-01; 2.572727e-01; 2.585225e-01; 2.593364e-01; 2.602583e-01; 2.614829e-01; 2.630699e-01; 2.643892e-01; 2.650263e-01; 2.660773e-01; 2.653759e-01; 2.625311e-01; 2.616327e-01; 2.624720e-01; 2.645395e-01; 2.672370e-01; 2.708440e-01; 2.749166e-01; 2.790518e-01; 2.826519e-01; 2.854286e-01; 2.876798e-01; 2.893650e-01; 2.907227e-01; 2.915357e-01; 2.921318e-01; 2.926567e-01; 2.933804e-01; 2.945450e-01; 2.948740e-01; 2.941662e-01; 2.936445e-01; 2.935336e-01; 2.939469e-01; 2.948640e-01; 2.956334e-01; 2.960248e-01; 2.963687e-01; 2.963504e-01; 2.961875e-01; 2.958302e-01; 2.952577e-01; 2.945715e-01; 2.938496e-01; 2.930740e-01; 2.921396e-01; 2.910270e-01; 2.898236e-01; 2.886930e-01; 2.881174e-01; 2.875812e-01; 2.868082e-01; 2.860645e-01; 2.853972e-01; 2.848453e-01; 2.845787e-01; 2.840614e-01; 2.835103e-01; 2.828045e-01; 2.821188e-01; 2.816749e-01; 2.812751e-01; 2.809303e-01; 2.805794e-01; 2.800733e-01
"387";"morrastel";"Etalon3-50";2022-07-26;132.9933496;228.36489; 286.83220; 162.832466;1391.65949; 449.66467;1.7615173; 0.582372134;"morrastel";"50";207;0.7420;"2022";"rouge"; 2.407179e-01; 2.359617e-01; 2.342985e-01; 2.271837e-01; 2.164340e-01; 2.176714e-01; 2.183422e-01; 2.223167e-01; 2.296368e-01; 2.377617e-01; 2.464894e-01; 2.489086e-01; 2.511122e-01; 2.503107e-01; 2.455934e-01; 2.402230e-01; 2.346087e-01; 2.282578e-01; 2.214852e-01; 2.150315e-01; 2.100910e-01; 2.047502e-01; 2.003949e-01; 1.969623e-01; 1.935860e-01; 1.907682e-01; 1.900858e-01; 1.895139e-01; 1.895066e-01; 1.901530e-01; 1.913093e-01; 1.924924e-01; 1.932218e-01; 1.926489e-01; 1.926403e-01; 1.955592e-01; 2.021796e-01; 2.122323e-01; 2.214875e-01; 2.296955e-01; 2.374373e-01; 2.427768e-01; 2.455507e-01; 2.465894e-01; 2.466600e-01; 2.470235e-01; 2.472037e-01; 2.462211e-01; 2.457895e-01; 2.456784e-01; 2.451909e-01; 2.444872e-01; 2.437853e-01; 2.429082e-01; 2.418111e-01; 2.407091e-01; 2.391737e-01; 2.374191e-01; 2.371047e-01; 2.376769e-01; 2.387109e-01; 2.401338e-01; 2.414313e-01; 2.423961e-01; 2.436422e-01; 2.452507e-01; 2.472917e-01; 2.490759e-01; 2.503951e-01; 2.521618e-01; 2.523244e-01; 2.514482e-01; 2.512900e-01; 2.522826e-01; 2.543080e-01; 2.565302e-01; 2.593671e-01; 2.624355e-01; 2.655301e-01; 2.681285e-01; 2.702039e-01; 2.717440e-01; 2.730318e-01; 2.739168e-01; 2.745769e-01; 2.748009e-01; 2.750257e-01; 2.752680e-01; 2.759047e-01; 2.759011e-01; 2.754613e-01; 2.752469e-01; 2.749199e-01; 2.748852e-01; 2.749573e-01; 2.751885e-01; 2.750835e-01; 2.751319e-01; 2.750690e-01; 2.745722e-01; 2.744146e-01; 2.739007e-01; 2.735545e-01; 2.731566e-01; 2.725611e-01; 2.719761e-01; 2.713354e-01; 2.706438e-01; 2.700133e-01; 2.697421e-01; 2.692056e-01; 2.687668e-01; 2.684186e-01; 2.678126e-01; 2.674333e-01; 2.672425e-01; 2.668124e-01; 2.664555e-01; 2.661133e-01; 2.657192e-01; 2.654309e-01; 2.651647e-01; 2.649907e-01; 2.647697e-01; 2.645074e-01
"388";"morrastel";"Etalon7-51";2022-08-18; 57.1345116;132.99879; 394.73357; 383.604169; 208.18674; 778.33774;1.0290127; 0.429586705;"morrastel";"51";230;0.7650;"2022";"rouge"; 2.636910e-01; 2.612710e-01; 2.573580e-01; 2.569170e-01; 2.529040e-01; 2.533190e-01; 2.533340e-01; 2.542500e-01; 2.571350e-01; 2.590820e-01; 2.606380e-01; 2.615190e-01; 2.614300e-01; 2.616140e-01; 2.614100e-01; 2.594170e-01; 2.581200e-01; 2.560920e-01; 2.542510e-01; 2.528190e-01; 2.513690e-01; 2.494020e-01; 2.486010e-01; 2.477720e-01; 2.461430e-01; 2.456460e-01; 2.449240e-01; 2.448360e-01; 2.451900e-01; 2.451910e-01; 2.454960e-01; 2.458330e-01; 2.463010e-01; 2.464990e-01; 2.473710e-01; 2.491710e-01; 2.521180e-01; 2.567370e-01; 2.614400e-01; 2.650440e-01; 2.674830e-01; 2.690300e-01; 2.697770e-01; 2.702000e-01; 2.705860e-01; 2.707330e-01; 2.708450e-01; 2.707560e-01; 2.703700e-01; 2.704070e-01; 2.704130e-01; 2.698480e-01; 2.696880e-01; 2.696270e-01; 2.693030e-01; 2.688410e-01; 2.685680e-01; 2.685850e-01; 2.684360e-01; 2.684170e-01; 2.686940e-01; 2.692550e-01; 2.699180e-01; 2.703960e-01; 2.712790e-01; 2.723280e-01; 2.734350e-01; 2.746820e-01; 2.756930e-01; 2.765940e-01; 2.774750e-01; 2.780990e-01; 2.785500e-01; 2.790390e-01; 2.795750e-01; 2.801210e-01; 2.807850e-01; 2.813720e-01; 2.820040e-01; 2.825870e-01; 2.829890e-01; 2.833910e-01; 2.834620e-01; 2.836300e-01; 2.836230e-01; 2.835360e-01; 2.834250e-01; 2.833430e-01; 2.832360e-01; 2.829880e-01; 2.828600e-01; 2.828540e-01; 2.827530e-01; 2.824710e-01; 2.823510e-01; 2.821140e-01; 2.818830e-01; 2.817670e-01; 2.815750e-01; 2.812530e-01; 2.811460e-01; 2.810970e-01; 2.808440e-01; 2.806760e-01; 2.804100e-01; 2.801770e-01; 2.800010e-01; 2.799600e-01; 2.797850e-01; 2.795460e-01; 2.794650e-01; 2.792840e-01; 2.792280e-01; 2.790630e-01; 2.788880e-01; 2.788930e-01; 2.786260e-01; 2.784820e-01; 2.784430e-01; 2.782480e-01; 2.780900e-01; 2.779860e-01; 2.780170e-01; 2.781980e-01; 2.781290e-01
"389";"morrastel";"Etalon7-46";2022-08-18; 79.3436797;147.94876; 453.95625; 437.499532; 390.97485; 891.45578;1.0376154; 0.536291602;"morrastel";"46";230;1.0360;"2022";"rouge"; 2.532140e-01; 2.515910e-01; 2.464030e-01; 2.441460e-01; 2.410790e-01; 2.401450e-01; 2.396980e-01; 2.402660e-01; 2.427550e-01; 2.452350e-01; 2.451590e-01; 2.455220e-01; 2.462280e-01; 2.458450e-01; 2.452330e-01; 2.432250e-01; 2.418440e-01; 2.401420e-01; 2.375090e-01; 2.356360e-01; 2.345430e-01; 2.330040e-01; 2.314710e-01; 2.295330e-01; 2.289120e-01; 2.285560e-01; 2.280970e-01; 2.277740e-01; 2.277190e-01; 2.277330e-01; 2.282040e-01; 2.283800e-01; 2.285670e-01; 2.290450e-01; 2.300240e-01; 2.319420e-01; 2.352640e-01; 2.405970e-01; 2.464720e-01; 2.511680e-01; 2.544890e-01; 2.565130e-01; 2.577370e-01; 2.583510e-01; 2.587960e-01; 2.593210e-01; 2.593850e-01; 2.593220e-01; 2.590830e-01; 2.587560e-01; 2.584690e-01; 2.576640e-01; 2.570730e-01; 2.566450e-01; 2.560330e-01; 2.553710e-01; 2.549850e-01; 2.547340e-01; 2.546210e-01; 2.547510e-01; 2.550100e-01; 2.556420e-01; 2.566560e-01; 2.576980e-01; 2.591750e-01; 2.609380e-01; 2.630510e-01; 2.653790e-01; 2.676110e-01; 2.695330e-01; 2.715100e-01; 2.729790e-01; 2.742020e-01; 2.753270e-01; 2.764170e-01; 2.776350e-01; 2.789360e-01; 2.799490e-01; 2.808370e-01; 2.812980e-01; 2.815320e-01; 2.816120e-01; 2.816890e-01; 2.816710e-01; 2.814750e-01; 2.813430e-01; 2.812230e-01; 2.811090e-01; 2.810210e-01; 2.807850e-01; 2.807280e-01; 2.806420e-01; 2.805950e-01; 2.803380e-01; 2.803260e-01; 2.801120e-01; 2.800490e-01; 2.799020e-01; 2.798100e-01; 2.795230e-01; 2.795070e-01; 2.794660e-01; 2.791910e-01; 2.791580e-01; 2.789570e-01; 2.787440e-01; 2.785250e-01; 2.784430e-01; 2.781810e-01; 2.780640e-01; 2.780390e-01; 2.778060e-01; 2.777720e-01; 2.774950e-01; 2.773470e-01; 2.773530e-01; 2.771160e-01; 2.768410e-01; 2.766870e-01; 2.765120e-01; 2.763430e-01; 2.762650e-01; 2.761990e-01; 2.761380e-01; 2.759960e-01
"390";"morrastel";"Etalon1-21";2022-07-08;187.5486292;190.92626; 149.51117;  51.422548;1901.35544; 200.93371;2.9075021; 0.982309228;NA;"21";189;0.9100;"2022";"rouge"; 2.676086e-01; 2.643177e-01; 2.623452e-01; 2.494156e-01; 2.302747e-01; 2.304117e-01; 2.317725e-01; 2.370373e-01; 2.486938e-01; 2.645831e-01; 2.779950e-01; 2.815154e-01; 2.878829e-01; 2.902454e-01; 2.872821e-01; 2.796382e-01; 2.704059e-01; 2.635185e-01; 2.566374e-01; 2.492846e-01; 2.421970e-01; 2.360146e-01; 2.305115e-01; 2.257298e-01; 2.215745e-01; 2.174793e-01; 2.152014e-01; 2.137855e-01; 2.124402e-01; 2.115578e-01; 2.100233e-01; 2.084420e-01; 2.060705e-01; 1.999886e-01; 1.958657e-01; 1.973871e-01; 2.045472e-01; 2.162987e-01; 2.259489e-01; 2.348480e-01; 2.453732e-01; 2.539132e-01; 2.586323e-01; 2.595369e-01; 2.593941e-01; 2.599614e-01; 2.602788e-01; 2.589479e-01; 2.584417e-01; 2.586202e-01; 2.583974e-01; 2.577797e-01; 2.573791e-01; 2.563056e-01; 2.549310e-01; 2.535217e-01; 2.510584e-01; 2.479148e-01; 2.470390e-01; 2.479662e-01; 2.499097e-01; 2.513365e-01; 2.526022e-01; 2.534207e-01; 2.542486e-01; 2.552839e-01; 2.569100e-01; 2.581271e-01; 2.588183e-01; 2.600873e-01; 2.595588e-01; 2.568429e-01; 2.562743e-01; 2.572297e-01; 2.595034e-01; 2.623891e-01; 2.661434e-01; 2.705641e-01; 2.750545e-01; 2.791415e-01; 2.822017e-01; 2.847594e-01; 2.867045e-01; 2.882165e-01; 2.891693e-01; 2.897575e-01; 2.904519e-01; 2.912042e-01; 2.923472e-01; 2.926654e-01; 2.919958e-01; 2.914422e-01; 2.912066e-01; 2.915536e-01; 2.924210e-01; 2.930538e-01; 2.935316e-01; 2.936824e-01; 2.935847e-01; 2.933989e-01; 2.930555e-01; 2.923471e-01; 2.916853e-01; 2.908479e-01; 2.900265e-01; 2.890335e-01; 2.879514e-01; 2.866961e-01; 2.855857e-01; 2.849710e-01; 2.844353e-01; 2.837529e-01; 2.829365e-01; 2.821974e-01; 2.816834e-01; 2.813526e-01; 2.807970e-01; 2.802080e-01; 2.796401e-01; 2.789750e-01; 2.785582e-01; 2.781550e-01; 2.777525e-01; 2.773733e-01; 2.767896e-01
