"";"cépage";"echantillon";"date_sp";"malate";"tartrate";"glucose";"fructose";"shikimate";"somme_GF";"rapport_GF";"rapport_MT";"Notes";"Berry";"DateDOY";"poids_baie";"millesime";"couleur";"NIRS.908.1";"NIRS.914.294";"NIRS.920.489";"NIRS.926.683";"NIRS.932.877";"NIRS.939.072";"NIRS.945.266";"NIRS.951.46";"NIRS.957.655";"NIRS.963.849";"NIRS.970.044";"NIRS.976.238";"NIRS.982.432";"NIRS.988.627";"NIRS.994.821";"NIRS.1001.015";"NIRS.1007.21";"NIRS.1013.404";"NIRS.1019.598";"NIRS.1025.793";"NIRS.1031.987";"NIRS.1038.181";"NIRS.1044.376";"NIRS.1050.57";"NIRS.1056.764";"NIRS.1062.959";"NIRS.1069.153";"NIRS.1075.348";"NIRS.1081.542";"NIRS.1087.736";"NIRS.1093.931";"NIRS.1100.125";"NIRS.1106.319";"NIRS.1112.514";"NIRS.1118.708";"NIRS.1124.902";"NIRS.1131.097";"NIRS.1137.291";"NIRS.1143.485";"NIRS.1149.68";"NIRS.1155.874";"NIRS.1162.069";"NIRS.1168.263";"NIRS.1174.457";"NIRS.1180.652";"NIRS.1186.846";"NIRS.1193.04";"NIRS.1199.235";"NIRS.1205.429";"NIRS.1211.623";"NIRS.1217.818";"NIRS.1224.012";"NIRS.1230.206";"NIRS.1236.401";"NIRS.1242.595";"NIRS.1248.789";"NIRS.1254.984";"NIRS.1261.178";"NIRS.1267.373";"NIRS.1273.567";"NIRS.1279.761";"NIRS.1285.956";"NIRS.1292.15";"NIRS.1298.344";"NIRS.1304.539";"NIRS.1310.733";"NIRS.1316.927";"NIRS.1323.122";"NIRS.1329.316";"NIRS.1335.51";"NIRS.1341.705";"NIRS.1347.899";"NIRS.1354.094";"NIRS.1360.288";"NIRS.1366.482";"NIRS.1372.677";"NIRS.1378.871";"NIRS.1385.065";"NIRS.1391.26";"NIRS.1397.454";"NIRS.1403.648";"NIRS.1409.843";"NIRS.1416.037";"NIRS.1422.231";"NIRS.1428.426";"NIRS.1434.62";"NIRS.1440.814";"NIRS.1447.009";"NIRS.1453.203";"NIRS.1459.398";"NIRS.1465.592";"NIRS.1471.786";"NIRS.1477.981";"NIRS.1484.175";"NIRS.1490.369";"NIRS.1496.564";"NIRS.1502.758";"NIRS.1508.952";"NIRS.1515.147";"NIRS.1521.341";"NIRS.1527.535";"NIRS.1533.73";"NIRS.1539.924";"NIRS.1546.119";"NIRS.1552.313";"NIRS.1558.507";"NIRS.1564.702";"NIRS.1570.896";"NIRS.1577.09";"NIRS.1583.285";"NIRS.1589.479";"NIRS.1595.673";"NIRS.1601.868";"NIRS.1608.062";"NIRS.1614.256";"NIRS.1620.451";"NIRS.1626.645";"NIRS.1632.839";"NIRS.1639.034";"NIRS.1645.228";"NIRS.1651.423";"NIRS.1657.617";"NIRS.1663.811";"NIRS.1670.006";"NIRS.1676.2"
"243";"grenache";"Etalon2-3";2022-07-15;193.9386724;241.46317; 437.27200; 322.202750;2150.67607; 759.47475;1.3571330; 0.803181176;NA;"3";196;1.1280;"2022";"rouge"; 2.510414e-01; 2.472955e-01; 2.437930e-01; 2.447392e-01; 2.468553e-01; 2.485975e-01; 2.501385e-01; 2.547291e-01; 2.592704e-01; 2.633735e-01; 2.673167e-01; 2.684974e-01; 2.694267e-01; 2.687498e-01; 2.655054e-01; 2.621566e-01; 2.581631e-01; 2.532050e-01; 2.488961e-01; 2.445214e-01; 2.398885e-01; 2.366116e-01; 2.329867e-01; 2.306550e-01; 2.286750e-01; 2.276884e-01; 2.274811e-01; 2.279645e-01; 2.287526e-01; 2.300420e-01; 2.330258e-01; 2.358225e-01; 2.386700e-01; 2.411747e-01; 2.434617e-01; 2.463563e-01; 2.507395e-01; 2.573460e-01; 2.630106e-01; 2.678366e-01; 2.725771e-01; 2.763917e-01; 2.784799e-01; 2.790496e-01; 2.790370e-01; 2.792423e-01; 2.796473e-01; 2.793342e-01; 2.789482e-01; 2.789687e-01; 2.789528e-01; 2.786493e-01; 2.786065e-01; 2.786009e-01; 2.780397e-01; 2.774056e-01; 2.766162e-01; 2.754015e-01; 2.751507e-01; 2.756664e-01; 2.764281e-01; 2.771867e-01; 2.775964e-01; 2.779964e-01; 2.783219e-01; 2.786881e-01; 2.793955e-01; 2.796045e-01; 2.795480e-01; 2.797227e-01; 2.793542e-01; 2.781110e-01; 2.776122e-01; 2.779233e-01; 2.788018e-01; 2.798851e-01; 2.813227e-01; 2.829847e-01; 2.846394e-01; 2.865222e-01; 2.879912e-01; 2.891554e-01; 2.902693e-01; 2.907511e-01; 2.910063e-01; 2.911318e-01; 2.912955e-01; 2.913862e-01; 2.916918e-01; 2.916528e-01; 2.913596e-01; 2.910784e-01; 2.907846e-01; 2.907192e-01; 2.909423e-01; 2.910734e-01; 2.912050e-01; 2.912297e-01; 2.912095e-01; 2.910154e-01; 2.909079e-01; 2.907029e-01; 2.903275e-01; 2.900594e-01; 2.896901e-01; 2.892501e-01; 2.889493e-01; 2.883379e-01; 2.877705e-01; 2.876156e-01; 2.874306e-01; 2.870620e-01; 2.867426e-01; 2.863735e-01; 2.862131e-01; 2.861274e-01; 2.857351e-01; 2.853738e-01; 2.850804e-01; 2.848965e-01; 2.848104e-01; 2.846418e-01; 2.843489e-01; 2.841627e-01; 2.839622e-01
"244";"grenache";"Etalon3-32";2022-07-26; 80.5472260;233.20433; 381.34352; 291.703217;1228.42190; 673.04674;1.3072997; 0.345393362;"grenache";"32";207;1.0920;"2022";"rouge"; 2.375996e-01; 2.326097e-01; 2.315946e-01; 2.339898e-01; 2.339538e-01; 2.344238e-01; 2.382026e-01; 2.455429e-01; 2.531520e-01; 2.627402e-01; 2.707688e-01; 2.717231e-01; 2.729364e-01; 2.719686e-01; 2.694934e-01; 2.636787e-01; 2.556626e-01; 2.502958e-01; 2.436680e-01; 2.365734e-01; 2.309736e-01; 2.252286e-01; 2.203460e-01; 2.171194e-01; 2.142200e-01; 2.122668e-01; 2.117646e-01; 2.117333e-01; 2.126215e-01; 2.143060e-01; 2.163345e-01; 2.181907e-01; 2.202856e-01; 2.221092e-01; 2.232012e-01; 2.255411e-01; 2.307323e-01; 2.384590e-01; 2.451225e-01; 2.507362e-01; 2.568955e-01; 2.622916e-01; 2.649603e-01; 2.651929e-01; 2.647994e-01; 2.651219e-01; 2.654046e-01; 2.647849e-01; 2.637100e-01; 2.635714e-01; 2.635559e-01; 2.630659e-01; 2.625543e-01; 2.618335e-01; 2.611585e-01; 2.603176e-01; 2.587895e-01; 2.571163e-01; 2.566957e-01; 2.572622e-01; 2.581671e-01; 2.590995e-01; 2.595512e-01; 2.599416e-01; 2.603858e-01; 2.607211e-01; 2.613331e-01; 2.617425e-01; 2.615849e-01; 2.616808e-01; 2.608831e-01; 2.585625e-01; 2.575534e-01; 2.577068e-01; 2.585574e-01; 2.596507e-01; 2.610843e-01; 2.624756e-01; 2.639540e-01; 2.654469e-01; 2.666369e-01; 2.677603e-01; 2.684226e-01; 2.690195e-01; 2.693158e-01; 2.695140e-01; 2.698112e-01; 2.699802e-01; 2.705725e-01; 2.705340e-01; 2.702428e-01; 2.700570e-01; 2.699753e-01; 2.700559e-01; 2.704765e-01; 2.709514e-01; 2.710691e-01; 2.711323e-01; 2.713199e-01; 2.712395e-01; 2.710637e-01; 2.708538e-01; 2.707490e-01; 2.703805e-01; 2.700998e-01; 2.697715e-01; 2.693128e-01; 2.687301e-01; 2.684106e-01; 2.681969e-01; 2.679738e-01; 2.677178e-01; 2.674201e-01; 2.670798e-01; 2.667957e-01; 2.666743e-01; 2.664995e-01; 2.661804e-01; 2.658636e-01; 2.656159e-01; 2.654421e-01; 2.652172e-01; 2.649324e-01; 2.647459e-01; 2.644785e-01
"245";"grenache";"Etalon7-18";2022-08-18; 30.3254450;129.05997; 735.97190; 652.279617;  55.02664;1388.25152;1.1283074; 0.234971736;"grenache";"18";230;1.6340;"2022";"rouge"; 2.713170e-01; 2.739190e-01; 2.702680e-01; 2.709630e-01; 2.695630e-01; 2.707810e-01; 2.718370e-01; 2.733980e-01; 2.752920e-01; 2.792270e-01; 2.811090e-01; 2.822680e-01; 2.838160e-01; 2.843800e-01; 2.833520e-01; 2.817040e-01; 2.807860e-01; 2.793220e-01; 2.767290e-01; 2.752040e-01; 2.740750e-01; 2.725130e-01; 2.708290e-01; 2.695920e-01; 2.685150e-01; 2.676920e-01; 2.673080e-01; 2.673980e-01; 2.673810e-01; 2.677760e-01; 2.681860e-01; 2.686540e-01; 2.693990e-01; 2.700410e-01; 2.704440e-01; 2.715900e-01; 2.742050e-01; 2.771390e-01; 2.800860e-01; 2.823870e-01; 2.843240e-01; 2.854170e-01; 2.860450e-01; 2.864420e-01; 2.864480e-01; 2.865090e-01; 2.867630e-01; 2.866650e-01; 2.865580e-01; 2.864260e-01; 2.863660e-01; 2.864990e-01; 2.865780e-01; 2.864470e-01; 2.862950e-01; 2.861560e-01; 2.860360e-01; 2.856770e-01; 2.854740e-01; 2.857400e-01; 2.861620e-01; 2.863410e-01; 2.863820e-01; 2.866250e-01; 2.868050e-01; 2.869280e-01; 2.872470e-01; 2.876070e-01; 2.877080e-01; 2.878520e-01; 2.880630e-01; 2.878810e-01; 2.878590e-01; 2.880720e-01; 2.882390e-01; 2.884170e-01; 2.886630e-01; 2.889810e-01; 2.893460e-01; 2.897290e-01; 2.899250e-01; 2.901060e-01; 2.902600e-01; 2.902850e-01; 2.901090e-01; 2.900250e-01; 2.898150e-01; 2.896490e-01; 2.896060e-01; 2.894580e-01; 2.891650e-01; 2.892530e-01; 2.890290e-01; 2.889560e-01; 2.886930e-01; 2.886380e-01; 2.883540e-01; 2.882980e-01; 2.881770e-01; 2.880830e-01; 2.879870e-01; 2.877970e-01; 2.876160e-01; 2.874020e-01; 2.873290e-01; 2.871340e-01; 2.869060e-01; 2.867150e-01; 2.866680e-01; 2.865230e-01; 2.864750e-01; 2.863520e-01; 2.862310e-01; 2.860740e-01; 2.860460e-01; 2.860280e-01; 2.859160e-01; 2.858360e-01; 2.857350e-01; 2.855950e-01; 2.855300e-01; 2.854760e-01; 2.854950e-01; 2.856260e-01; 2.858220e-01
"246";"grenache";"Etalon6-15";2022-08-11; 18.4762823;161.40093; 653.24213; 576.677256; 396.68964;1229.91939;1.1327690; 0.114474445;"grenache dépruiné";"15";223;2.3460;"2022";"rouge"; 2.538563e-01; 2.535826e-01; 2.509737e-01; 2.530574e-01; 2.549242e-01; 2.556520e-01; 2.561449e-01; 2.596084e-01; 2.619325e-01; 2.623445e-01; 2.639617e-01; 2.644275e-01; 2.639889e-01; 2.640341e-01; 2.634510e-01; 2.609965e-01; 2.601971e-01; 2.589477e-01; 2.567952e-01; 2.541816e-01; 2.528138e-01; 2.519411e-01; 2.502297e-01; 2.485713e-01; 2.480398e-01; 2.475720e-01; 2.470344e-01; 2.476549e-01; 2.480562e-01; 2.486735e-01; 2.496572e-01; 2.508307e-01; 2.521009e-01; 2.539521e-01; 2.554497e-01; 2.566809e-01; 2.588881e-01; 2.619945e-01; 2.651180e-01; 2.679622e-01; 2.698891e-01; 2.711018e-01; 2.719483e-01; 2.724234e-01; 2.724111e-01; 2.724442e-01; 2.725736e-01; 2.727774e-01; 2.726993e-01; 2.722725e-01; 2.719264e-01; 2.718036e-01; 2.714978e-01; 2.711613e-01; 2.709745e-01; 2.705926e-01; 2.701521e-01; 2.696587e-01; 2.695357e-01; 2.695314e-01; 2.696787e-01; 2.701799e-01; 2.704628e-01; 2.708430e-01; 2.713667e-01; 2.717542e-01; 2.724081e-01; 2.730627e-01; 2.734610e-01; 2.740649e-01; 2.741880e-01; 2.743182e-01; 2.742563e-01; 2.744986e-01; 2.747731e-01; 2.749884e-01; 2.754166e-01; 2.758540e-01; 2.764575e-01; 2.771513e-01; 2.776513e-01; 2.781853e-01; 2.784463e-01; 2.789187e-01; 2.789291e-01; 2.789441e-01; 2.789762e-01; 2.788880e-01; 2.790141e-01; 2.787544e-01; 2.785215e-01; 2.784005e-01; 2.781251e-01; 2.778211e-01; 2.777263e-01; 2.775781e-01; 2.774270e-01; 2.774051e-01; 2.770433e-01; 2.767397e-01; 2.766356e-01; 2.763484e-01; 2.762361e-01; 2.758977e-01; 2.756188e-01; 2.752752e-01; 2.751001e-01; 2.747051e-01; 2.744372e-01; 2.743531e-01; 2.741031e-01; 2.738699e-01; 2.735724e-01; 2.732706e-01; 2.730555e-01; 2.730178e-01; 2.727736e-01; 2.726199e-01; 2.724210e-01; 2.722128e-01; 2.719736e-01; 2.717494e-01; 2.716404e-01; 2.716821e-01; 2.716510e-01
"247";"grenache";"Etalon8-98";2022-08-24; 26.9420819;123.13706; 792.07117; 700.724799;  94.39060;1492.79597;1.1303598; 0.218797506;NA;"98";236;2.1020;"2022";"rouge"; 2.452670e-01; 2.448840e-01; 2.403140e-01; 2.452190e-01; 2.574940e-01; 2.579840e-01; 2.594640e-01; 2.626080e-01; 2.655900e-01; 2.675020e-01; 2.698610e-01; 2.701460e-01; 2.698450e-01; 2.681450e-01; 2.652950e-01; 2.616020e-01; 2.576680e-01; 2.540620e-01; 2.493410e-01; 2.447640e-01; 2.413520e-01; 2.380710e-01; 2.354880e-01; 2.323370e-01; 2.312470e-01; 2.310860e-01; 2.311200e-01; 2.321750e-01; 2.339630e-01; 2.369390e-01; 2.413280e-01; 2.465380e-01; 2.510650e-01; 2.564050e-01; 2.609780e-01; 2.628690e-01; 2.649170e-01; 2.681480e-01; 2.709540e-01; 2.731030e-01; 2.757170e-01; 2.780820e-01; 2.797060e-01; 2.806260e-01; 2.807450e-01; 2.811080e-01; 2.813190e-01; 2.812400e-01; 2.812140e-01; 2.813320e-01; 2.812750e-01; 2.812180e-01; 2.813950e-01; 2.811950e-01; 2.807650e-01; 2.804980e-01; 2.795950e-01; 2.786200e-01; 2.784160e-01; 2.786320e-01; 2.791210e-01; 2.794870e-01; 2.795490e-01; 2.794550e-01; 2.793480e-01; 2.789270e-01; 2.789600e-01; 2.787430e-01; 2.779100e-01; 2.777460e-01; 2.774230e-01; 2.767590e-01; 2.762910e-01; 2.761780e-01; 2.763160e-01; 2.766240e-01; 2.768470e-01; 2.772230e-01; 2.776370e-01; 2.780990e-01; 2.785920e-01; 2.786960e-01; 2.790900e-01; 2.788660e-01; 2.788910e-01; 2.787820e-01; 2.785820e-01; 2.784380e-01; 2.781880e-01; 2.781890e-01; 2.780960e-01; 2.779220e-01; 2.777480e-01; 2.777210e-01; 2.777330e-01; 2.779240e-01; 2.780560e-01; 2.782170e-01; 2.782570e-01; 2.782630e-01; 2.783240e-01; 2.784400e-01; 2.781860e-01; 2.782170e-01; 2.780750e-01; 2.779110e-01; 2.778350e-01; 2.775030e-01; 2.773380e-01; 2.772950e-01; 2.773460e-01; 2.771720e-01; 2.770020e-01; 2.769050e-01; 2.768070e-01; 2.768490e-01; 2.766840e-01; 2.766150e-01; 2.764780e-01; 2.764150e-01; 2.763620e-01; 2.761750e-01; 2.761740e-01; 2.762470e-01; 2.762660e-01
"248";"merlot";"Grappe40-5";2021-08-19; 14.2197945;160.15802; 743.54559; 676.904463; 109.49018;1420.45006;1.0984498; 0.088786027;NA;"5";231;1.9161;"2021";"rouge"; 2.962427e-01; 2.970135e-01; 3.016052e-01; 2.963324e-01; 2.853873e-01; 2.879055e-01; 2.918043e-01; 2.998041e-01; 3.140577e-01; 3.358734e-01; 3.593080e-01; 3.691854e-01; 3.851775e-01; 3.952171e-01; 3.948289e-01; 3.853289e-01; 3.743312e-01; 3.656969e-01; 3.546961e-01; 3.427282e-01; 3.312120e-01; 3.215981e-01; 3.125255e-01; 3.047050e-01; 2.985041e-01; 2.927599e-01; 2.899205e-01; 2.876996e-01; 2.855113e-01; 2.844645e-01; 2.834908e-01; 2.818311e-01; 2.790298e-01; 2.731005e-01; 2.680600e-01; 2.684292e-01; 2.729192e-01; 2.798752e-01; 2.844253e-01; 2.897160e-01; 2.989074e-01; 3.079744e-01; 3.143647e-01; 3.160146e-01; 3.157711e-01; 3.163778e-01; 3.169017e-01; 3.160322e-01; 3.156528e-01; 3.160971e-01; 3.171037e-01; 3.174502e-01; 3.177834e-01; 3.175754e-01; 3.160594e-01; 3.143638e-01; 3.116842e-01; 3.072872e-01; 3.056902e-01; 3.065673e-01; 3.082426e-01; 3.085335e-01; 3.081366e-01; 3.065090e-01; 3.046185e-01; 3.025990e-01; 3.012311e-01; 2.997292e-01; 2.971694e-01; 2.958205e-01; 2.939962e-01; 2.912172e-01; 2.898652e-01; 2.898850e-01; 2.902547e-01; 2.906828e-01; 2.911657e-01; 2.915685e-01; 2.920987e-01; 2.925476e-01; 2.929335e-01; 2.933235e-01; 2.934386e-01; 2.937371e-01; 2.937842e-01; 2.937700e-01; 2.937608e-01; 2.940021e-01; 2.942043e-01; 2.942493e-01; 2.939040e-01; 2.938613e-01; 2.937423e-01; 2.939685e-01; 2.945854e-01; 2.954081e-01; 2.958506e-01; 2.964661e-01; 2.969400e-01; 2.972380e-01; 2.976325e-01; 2.978213e-01; 2.978472e-01; 2.980012e-01; 2.979569e-01; 2.976967e-01; 2.975754e-01; 2.971438e-01; 2.967670e-01; 2.968076e-01; 2.968204e-01; 2.966829e-01; 2.964154e-01; 2.961668e-01; 2.960786e-01; 2.961857e-01; 2.960227e-01; 2.956799e-01; 2.954450e-01; 2.950805e-01; 2.948318e-01; 2.945993e-01; 2.943322e-01; 2.939988e-01; 2.935875e-01
"249";"merlot";"Grappe40-6";2021-08-05; 41.1422957;140.77527; 601.41403; 551.115341; 363.55744;1152.52937;1.0912671; 0.292255140;NA;"6";217;2.0080;"2021";"rouge"; 2.607630e-01; 2.578068e-01; 2.575594e-01; 2.612390e-01; 2.691665e-01; 2.690311e-01; 2.724919e-01; 2.747355e-01; 2.779397e-01; 2.790791e-01; 2.795811e-01; 2.791893e-01; 2.795995e-01; 2.796315e-01; 2.783293e-01; 2.759610e-01; 2.730051e-01; 2.707139e-01; 2.675960e-01; 2.646033e-01; 2.616245e-01; 2.583575e-01; 2.560457e-01; 2.548462e-01; 2.531351e-01; 2.526572e-01; 2.526746e-01; 2.528298e-01; 2.537158e-01; 2.555911e-01; 2.582068e-01; 2.605506e-01; 2.634341e-01; 2.668951e-01; 2.695815e-01; 2.718323e-01; 2.743225e-01; 2.778444e-01; 2.814617e-01; 2.842129e-01; 2.865641e-01; 2.885211e-01; 2.897263e-01; 2.900134e-01; 2.901564e-01; 2.902365e-01; 2.904167e-01; 2.903232e-01; 2.899307e-01; 2.899018e-01; 2.897512e-01; 2.895199e-01; 2.893310e-01; 2.889825e-01; 2.885758e-01; 2.881064e-01; 2.875451e-01; 2.865583e-01; 2.863188e-01; 2.865437e-01; 2.867734e-01; 2.871152e-01; 2.874635e-01; 2.875080e-01; 2.877429e-01; 2.881235e-01; 2.885292e-01; 2.890629e-01; 2.894181e-01; 2.897435e-01; 2.898736e-01; 2.898172e-01; 2.896382e-01; 2.897987e-01; 2.903594e-01; 2.908111e-01; 2.912996e-01; 2.919232e-01; 2.926704e-01; 2.935899e-01; 2.943009e-01; 2.949272e-01; 2.953382e-01; 2.956842e-01; 2.958806e-01; 2.959751e-01; 2.961144e-01; 2.959618e-01; 2.961083e-01; 2.958340e-01; 2.954926e-01; 2.954696e-01; 2.951998e-01; 2.948270e-01; 2.945728e-01; 2.943442e-01; 2.940034e-01; 2.937528e-01; 2.935829e-01; 2.932319e-01; 2.930475e-01; 2.926857e-01; 2.924982e-01; 2.922515e-01; 2.918608e-01; 2.916965e-01; 2.914689e-01; 2.910377e-01; 2.908865e-01; 2.907262e-01; 2.905232e-01; 2.902955e-01; 2.901178e-01; 2.898192e-01; 2.896296e-01; 2.894979e-01; 2.891821e-01; 2.888418e-01; 2.885323e-01; 2.883120e-01; 2.881660e-01; 2.879701e-01; 2.877847e-01; 2.875926e-01; 2.873924e-01
"250";"merlot";"Grappe-40-3";2021-09-02;  9.1768840;167.30221; 703.30783; 674.485899;  28.70620;1377.79373;1.0427317; 0.054852139;"remplacement";"3";245;1.5417;"2021";"rouge"; 2.647105e-01; 2.629816e-01; 2.587003e-01; 2.603750e-01; 2.662852e-01; 2.694265e-01; 2.689023e-01; 2.725731e-01; 2.790645e-01; 2.844070e-01; 2.920875e-01; 2.934780e-01; 2.959262e-01; 2.988361e-01; 2.968174e-01; 2.899686e-01; 2.853989e-01; 2.809936e-01; 2.741266e-01; 2.682422e-01; 2.643139e-01; 2.595906e-01; 2.540413e-01; 2.509295e-01; 2.480651e-01; 2.473130e-01; 2.471173e-01; 2.466242e-01; 2.486083e-01; 2.510396e-01; 2.534408e-01; 2.570482e-01; 2.603796e-01; 2.635173e-01; 2.646610e-01; 2.665409e-01; 2.700044e-01; 2.751517e-01; 2.790743e-01; 2.830751e-01; 2.887498e-01; 2.937044e-01; 2.970489e-01; 2.988302e-01; 2.990577e-01; 2.994899e-01; 2.997236e-01; 2.996673e-01; 2.998071e-01; 3.000288e-01; 3.002709e-01; 3.001847e-01; 3.002093e-01; 3.001208e-01; 2.995062e-01; 2.980848e-01; 2.965622e-01; 2.946630e-01; 2.936530e-01; 2.941252e-01; 2.949968e-01; 2.953991e-01; 2.952919e-01; 2.951210e-01; 2.947835e-01; 2.940243e-01; 2.940268e-01; 2.937127e-01; 2.932399e-01; 2.931893e-01; 2.926166e-01; 2.917346e-01; 2.914079e-01; 2.916924e-01; 2.919707e-01; 2.925660e-01; 2.932642e-01; 2.938042e-01; 2.946152e-01; 2.951223e-01; 2.958074e-01; 2.960423e-01; 2.964808e-01; 2.967306e-01; 2.970186e-01; 2.970730e-01; 2.969114e-01; 2.968768e-01; 2.970172e-01; 2.970859e-01; 2.966044e-01; 2.968581e-01; 2.966235e-01; 2.967524e-01; 2.968129e-01; 2.971073e-01; 2.974136e-01; 2.975270e-01; 2.978660e-01; 2.978570e-01; 2.980025e-01; 2.980065e-01; 2.978332e-01; 2.979266e-01; 2.977616e-01; 2.976508e-01; 2.973704e-01; 2.969690e-01; 2.966822e-01; 2.964964e-01; 2.966750e-01; 2.963267e-01; 2.961987e-01; 2.959212e-01; 2.957273e-01; 2.958414e-01; 2.955426e-01; 2.951520e-01; 2.948337e-01; 2.946715e-01; 2.944473e-01; 2.942839e-01; 2.940470e-01; 2.939939e-01; 2.939467e-01
"251";"merlot";"grappe-40-4";2021-08-27; 21.4395327;163.33977; 858.11397; 795.365159; 127.42620;1653.47913;1.0788931; 0.131257272;NA;"4";239;1.6196;"2021";"rouge"; 4.570900e-01; 4.652315e-01; 4.760250e-01; 4.715178e-01; 4.559993e-01; 4.621435e-01; 4.732805e-01; 4.839828e-01; 5.062858e-01; 5.414748e-01; 5.835046e-01; 6.023431e-01; 6.321695e-01; 6.560103e-01; 6.564918e-01; 6.440083e-01; 6.294335e-01; 6.131295e-01; 5.943183e-01; 5.769253e-01; 5.618929e-01; 5.473742e-01; 5.318049e-01; 5.205265e-01; 5.093312e-01; 4.988459e-01; 4.912198e-01; 4.867135e-01; 4.813595e-01; 4.765390e-01; 4.694257e-01; 4.609250e-01; 4.516132e-01; 4.368802e-01; 4.244868e-01; 4.234990e-01; 4.280277e-01; 4.361337e-01; 4.414907e-01; 4.480536e-01; 4.611354e-01; 4.759298e-01; 4.853847e-01; 4.875621e-01; 4.867559e-01; 4.874779e-01; 4.883682e-01; 4.858800e-01; 4.849064e-01; 4.855145e-01; 4.862715e-01; 4.864140e-01; 4.865713e-01; 4.860213e-01; 4.834309e-01; 4.798939e-01; 4.741380e-01; 4.660097e-01; 4.626423e-01; 4.640769e-01; 4.659251e-01; 4.658775e-01; 4.643171e-01; 4.606533e-01; 4.567188e-01; 4.524658e-01; 4.497396e-01; 4.465995e-01; 4.422257e-01; 4.399425e-01; 4.368057e-01; 4.326763e-01; 4.307389e-01; 4.306641e-01; 4.309054e-01; 4.313645e-01; 4.318317e-01; 4.323597e-01; 4.323771e-01; 4.327170e-01; 4.325532e-01; 4.324407e-01; 4.324867e-01; 4.322677e-01; 4.318289e-01; 4.314779e-01; 4.310525e-01; 4.309215e-01; 4.307774e-01; 4.303888e-01; 4.296907e-01; 4.290972e-01; 4.286735e-01; 4.287319e-01; 4.295885e-01; 4.306484e-01; 4.313374e-01; 4.320009e-01; 4.327600e-01; 4.329007e-01; 4.332269e-01; 4.333304e-01; 4.330023e-01; 4.329243e-01; 4.325245e-01; 4.317720e-01; 4.310883e-01; 4.300563e-01; 4.293217e-01; 4.289674e-01; 4.285152e-01; 4.280361e-01; 4.272963e-01; 4.267574e-01; 4.264407e-01; 4.262903e-01; 4.259178e-01; 4.253059e-01; 4.246961e-01; 4.240416e-01; 4.234609e-01; 4.229590e-01; 4.224383e-01; 4.219926e-01; 4.215336e-01
"252";"merlot";"Grappe-42-3";2021-09-02; 15.2219793;136.93857; 694.17685; 651.186042;  56.83507;1345.36290;1.0660192; 0.111159178;NA;"3";245;1.4254;"2021";"rouge"; 2.930795e-01; 2.903076e-01; 2.911413e-01; 2.897714e-01; 2.854387e-01; 2.846608e-01; 2.869256e-01; 2.936167e-01; 3.018421e-01; 3.102618e-01; 3.171017e-01; 3.279570e-01; 3.322240e-01; 3.384521e-01; 3.397945e-01; 3.342846e-01; 3.280973e-01; 3.239364e-01; 3.174647e-01; 3.093078e-01; 3.055962e-01; 3.027894e-01; 2.976135e-01; 2.943612e-01; 2.900721e-01; 2.865154e-01; 2.841841e-01; 2.829975e-01; 2.815321e-01; 2.801149e-01; 2.803634e-01; 2.800432e-01; 2.785557e-01; 2.759944e-01; 2.740060e-01; 2.745469e-01; 2.768980e-01; 2.816946e-01; 2.850431e-01; 2.886152e-01; 2.940097e-01; 2.990825e-01; 3.023772e-01; 3.036526e-01; 3.036180e-01; 3.035373e-01; 3.042861e-01; 3.044878e-01; 3.036712e-01; 3.037477e-01; 3.045850e-01; 3.049950e-01; 3.050195e-01; 3.047186e-01; 3.042926e-01; 3.032874e-01; 3.015098e-01; 2.989469e-01; 2.980381e-01; 2.984896e-01; 2.994698e-01; 2.994913e-01; 2.991439e-01; 2.982673e-01; 2.970770e-01; 2.957803e-01; 2.949864e-01; 2.941469e-01; 2.925613e-01; 2.921793e-01; 2.912656e-01; 2.899447e-01; 2.892007e-01; 2.891765e-01; 2.893784e-01; 2.898753e-01; 2.899169e-01; 2.904889e-01; 2.910485e-01; 2.918037e-01; 2.924304e-01; 2.926774e-01; 2.932472e-01; 2.934515e-01; 2.939625e-01; 2.938248e-01; 2.938572e-01; 2.936750e-01; 2.939555e-01; 2.939192e-01; 2.934935e-01; 2.934106e-01; 2.933180e-01; 2.932814e-01; 2.933683e-01; 2.936112e-01; 2.938509e-01; 2.938990e-01; 2.942859e-01; 2.941021e-01; 2.940609e-01; 2.941589e-01; 2.939183e-01; 2.938590e-01; 2.938736e-01; 2.937014e-01; 2.931694e-01; 2.929347e-01; 2.927032e-01; 2.922545e-01; 2.923921e-01; 2.920890e-01; 2.918725e-01; 2.916355e-01; 2.913320e-01; 2.914009e-01; 2.911550e-01; 2.908594e-01; 2.906292e-01; 2.903844e-01; 2.900765e-01; 2.898394e-01; 2.897066e-01; 2.896991e-01; 2.895457e-01
